H2,CH4,C2H2,C2H4,C2H6,Fault,CH4/H2,C2H2/C2H4,C2H4/C2H6
600.0,1230.0,22.0,305.0,39.0,T3,2.05,0.07213114754098361,7.82051282051282
128.0,844.0,29.0,3500.0,129.0,T3,6.59375,0.008285714285714285,27.131782945736433
2800.0,450.0,32.6,6500.0,42.0,NF,0.16071428571428573,0.005015384615384616,154.76190476190476
46.13,4290.0,0.0,1810.0,700.0,T2,92.99804899197919,0.0,2.585714285714286
48.0,5.8,1060.0,3500.0,250.0,NF,0.12083333333333333,0.3028571428571429,14.0
245.0,40.65,14.0,12.74,816.0,T1,0.16591836734693877,1.0989010989010988,0.015612745098039216
3090.0,1061.0,280.0,6973.0,5909.0,NF,0.34336569579288023,0.04015488312060806,1.180064308681672
0.0,442.0,138.0,27.0,3548.0,PDT1,0.0,5.111111111111111,0.007609921082299887
45.0,131.42,60.0,121.1,13.0,NF,2.920444444444444,0.49545829892650706,9.315384615384614
195.7,210.91,0.8,820.0,234.0,T2,1.0777210015329586,0.0009756097560975611,3.5042735042735043
21.0,2016.0,38.0,312.0,110.0,NF,96.0,0.12179487179487179,2.8363636363636364
131.0,744.0,58.0,322.0,2760.0,T1,5.679389312977099,0.18012422360248448,0.11666666666666667
35.0,171.12,2.0,4115.0,2500.0,T2,4.889142857142858,0.0004860267314702309,1.646
0.0,400.0,6.0,12.87,6933.0,PDT1,0.0,0.46620046620046623,0.0018563392470791864
620.0,458.8,19.4,77.84,31.1,NF,0.74,0.2492291880781089,2.5028938906752414
5869.58,130.55,3.9,30.0,1740.0,PDT1,0.022241795835477158,0.13,0.017241379310344827
24700.0,5.2,28.0,907.19,231.0,NF,0.0002105263157894737,0.03086453774843197,3.9272294372294376
480.0,271385.0,2.48,33.0,1230.0,T1,565.3854166666666,0.07515151515151515,0.026829268292682926
7600.0,15.0,2.0,200.0,20.0,NF,0.001973684210526316,0.01,10.0
4230.0,20.61,9.0,51.0,0.21,NF,0.004872340425531915,0.17647058823529413,242.85714285714286
6870.0,10500.0,280.0,53.0,11.0,NF,1.5283842794759825,5.283018867924528,4.818181818181818
3420.0,17.1,8.0,67.0,2.0,NF,0.005,0.11940298507462686,33.5
385.0,2.1,8.0,817.3,57000.0,PDT1,0.005454545454545455,0.009788327419552184,0.014338596491228069
1550.0,200.0,7.0,12.67,1.1,NF,0.12903225806451613,0.5524861878453039,11.518181818181818
360.0,400.0,10.0,365.0,634.0,T1,1.1111111111111112,0.0273972602739726,0.5757097791798107
200.0,39.0,3.91,461.0,7.3,NF,0.195,0.008481561822125814,63.15068493150685
100.0,995.0,25.0,39.0,3.5,NF,9.95,0.6410256410256411,11.142857142857142
400.0,0.0,7025.0,1290.0,7.0,NF,0.0,5.445736434108527,184.28571428571428
4.1,21.5,38.0,907.19,20.0,T3,5.2439024390243905,0.04188758694430053,45.359500000000004
44.6,71.93,175.0,11.0,14.36,T1,1.612780269058296,15.909090909090908,0.766016713091922
156.0,10500.0,2.0,400.0,249.0,T2,67.3076923076923,0.005,1.606425702811245
137.0,253480.0,2.09,388782.0,94.0,T3,1850.2189781021898,5.375763281221867e-06,4135.978723404255
2394.0,160.0,28.9,6.0,19.4,T1,0.06683375104427736,4.816666666666666,0.30927835051546393
4230.0,160.0,1.4,907.19,2.0,NF,0.037825059101654845,0.0015432268874215984,453.595
14.0,50.6,1.01,49.0,490.0,T1,3.6142857142857143,0.020612244897959184,0.1
9840.0,27.65,30.0,26076.0,67.0,NF,0.002809959349593496,0.001150483202945237,389.1940298507463
529.75,4000.0,323.0,2000.0,7.0,T3,7.550731477111845,0.1615,285.7142857142857
40000.0,3.0,250.0,183.97,176.0,NF,7.5e-05,1.3589172147632766,1.0452840909090908
5869.58,73.18,7.0,21.7,22.0,T1,0.012467672303640126,0.3225806451612903,0.9863636363636363
57.0,168.0,0.0,108.0,26.0,T3,2.9473684210526314,0.0,4.153846153846154
292.58,44.0,647129.0,27.7,176.0,T1,0.15038621915373573,23362.057761732853,0.15738636363636363
60.0,120.0,21.891,40.0,16000.0,T1,2.0,0.547275,0.0025
50.18,175.21,10.0,4.0,53.87,T1,3.4916301315265046,2.5,0.07425283088917765
107.0,116.55,7025.0,315114.0,0.2,T3,1.0892523364485982,0.02229351917083976,1575570.0
24700.0,5201.0,554.0,3.2,250.0,T1,0.2105668016194332,173.125,0.0128
3700.0,395.0,32.0,1000.0,12.0,NF,0.10675675675675676,0.032,83.33333333333333
1820.0,15.0,769.0,153.0,9.0,NF,0.008241758241758242,5.026143790849673,17.0
25.4,58.96,138.0,95650.0,7.0,T3,2.321259842519685,0.0014427600627286983,13664.285714285714
290.0,1690.0,31.6,66.0,0.0,T1,5.827586206896552,0.4787878787878788,0.0
156.0,41.9,85.0,403.0,0.0,T1,0.2685897435897436,0.2109181141439206,0.0
1.0,1381.0,2.0,5.06,0.0,T1,1381.0,0.3952569169960475,0.0
5100.0,62.0,128.0,4.0,0.0,PDT1,0.01215686274509804,32.0,0.0
960.0,3.0,6.0,31.0,45.0,T1,0.003125,0.1935483870967742,0.6888888888888889
7600.0,2.1,6047.0,383.0,10.0,NF,0.00027631578947368425,15.788511749347258,38.3
3910.0,619.0,26300.0,108.0,190.0,T1,0.15831202046035805,243.5185185185185,0.5684210526315789
97.0,188.0,570.57,40.54,22.0,NF,1.9381443298969072,14.074247656635423,1.8427272727272728
60.0,11.57,2511.0,0.03,72128.0,T1,0.19283333333333333,83700.0,4.159272404614019e-07
87.2,36.1,19.0,2.0,4.36,T1,0.4139908256880734,9.5,0.4587155963302752
290.0,619.0,8.4,342233.0,15800.0,T3,2.1344827586206896,2.4544681547366853e-05,21.660316455696204
420.0,2990.0,673175.0,33.14,936.6,T1,7.119047619047619,20313.06578153289,0.03538330130258381
290.0,671.0,692.0,196.0,54.0,NF,2.3137931034482757,3.5306122448979593,3.6296296296296298
1100.0,20.2,210.0,128.37,6432.0,PDT1,0.018363636363636363,1.6358962374386539,0.0199580223880597
63.0,26.1,20.0,37.0,94.0,T1,0.4142857142857143,0.5405405405405406,0.39361702127659576
1570.0,135.0,249.0,3.0,13.0,T1,0.08598726114649681,83.0,0.23076923076923078
14.0,160.0,56.0,5150.0,7.0,T3,11.428571428571429,0.01087378640776699,735.7142857142857
305.0,10500.0,2.0,72.0,1760.0,T1,34.42622950819672,0.027777777777777776,0.04090909090909091
96.0,2740.0,4.49,440.0,36.2,T3,28.541666666666668,0.010204545454545456,12.154696132596683
5100.0,1690.0,0.3,271.0,0.38,NF,0.33137254901960783,0.001107011070110701,713.1578947368421
2800.0,3.0,60.0,4.0,83.0,PDT1,0.0010714285714285715,15.0,0.04819277108433735
120.0,188.0,28.0,40.0,6432.0,T1,1.5666666666666667,0.7,0.006218905472636816
3.05,18.9,3.91,26.0,30.0,T1,6.19672131147541,0.1503846153846154,0.8666666666666667
1570.0,7.88,1.88,1810.0,13.0,NF,0.005019108280254777,0.0010386740331491712,139.23076923076923
480.0,1850.0,36.0,131.0,13.0,NF,3.8541666666666665,0.2748091603053435,10.076923076923077
1642.0,1069.0,19.4,2.0,5188.0,T1,0.6510353227771011,9.7,0.00038550501156515033
1.6,10.0,540711.0,3.2,14.25,T1,6.25,168972.1875,0.22456140350877193
24700.0,7.93,14.2,27.7,110.0,T1,0.00032105263157894735,0.5126353790613718,0.25181818181818183
6870.0,0.0,159.0,2394.3,39.0,NF,0.0,0.0664077183310362,61.392307692307696
101.72,44.14,1230.0,1833.0,28.5,D2,0.43393629571372394,0.6710310965630114,64.3157894736842
0.0,6110.0,38.0,2.0,18.2,PDT1,0.0,19.0,0.10989010989010989
7150.0,500.0,1.0,2.0,3.87,T1,0.06993006993006994,0.5,0.5167958656330749
420.0,1500.0,600.0,4.0,828.0,T1,3.5714285714285716,150.0,0.004830917874396135
10000.0,8.5,8.9,2861.0,3548.0,T1,0.00085,0.0031108004194337646,0.806369785794814
131.0,250.0,30.0,1.5,35.0,T1,1.9083969465648856,20.0,0.04285714285714286
9693.0,367.0,121.0,144747.0,231.0,NF,0.03786237490972867,0.0008359413321174186,626.6103896103896
305.0,1110.0,33.0,77.84,1760.0,T1,3.639344262295082,0.4239465570400822,0.044227272727272726
12705.0,163.0,47.2,13.5,176.0,PDT1,0.012829594647776466,3.4962962962962965,0.07670454545454546
36036.0,168.0,298.0,39.0,4456.0,PDT1,0.004662004662004662,7.641025641025641,0.008752244165170557
529.75,6730.0,6.0,27.0,32.81,T1,12.704105710240679,0.2222222222222222,0.8229198415117341
1170.0,229.0,3.0,305.0,27.72,NF,0.19572649572649573,0.009836065573770493,11.002886002886003
1170.0,2313.0,1.3,6685.0,2.0,T3,1.976923076923077,0.00019446522064323112,3342.5
2323.0,1031.0,490.0,93.0,828.0,T1,0.4438226431338786,5.268817204301075,0.11231884057971014
70.0,1440.0,187.0,4.0,1.59,NF,20.571428571428573,46.75,2.5157232704402515
120.0,998.0,595394.0,400.0,0.0,T1,8.316666666666666,1488.485,0.0
7919.0,442.0,38.0,12.87,410.0,PDT1,0.055815128172749084,2.9526029526029527,0.031390243902439025
1860.0,966.0,2.0,89.0,763.0,T1,0.5193548387096775,0.02247191011235955,0.11664482306684142
1820.0,744.0,626.0,194.8,7.0,D1,0.4087912087912088,3.2135523613963035,27.82857142857143
2800.0,171.05,500.0,334.0,22.0,NF,0.06108928571428572,1.4970059880239521,15.181818181818182
1330.0,4.0,221.0,800.0,0.0,PDT1,0.0030075187969924814,0.27625,0.0
26788.0,4.5,567.0,49.0,0.0,PDT1,0.0001679856652232343,11.571428571428571,0.0
305.0,5.8,374.0,1833.0,280.0,NF,0.01901639344262295,0.20403709765411893,6.546428571428572
9.0,5.0,1400.0,2050.0,10.47,D2,0.5555555555555556,0.6829268292682927,195.79751671442216
2.369,1260.0,6.58,285.39,299.0,T1,531.8699873364288,0.02305616875153299,0.9544816053511705
3910.0,940.0,32.3,957.0,128.0,NF,0.24040920716112532,0.03375130616509926,7.4765625
6709.0,5.8,87.0,315114.0,8.0,NF,0.0008645103592189596,0.0002760905577029266,39389.25
292.58,27.65,2293.0,5450.0,38.0,NF,0.09450406726365439,0.4207339449541284,143.42105263157896
462.0,10.0,32.5,31.9,53.87,T1,0.021645021645021644,1.0188087774294672,0.5921663263411917
1570.0,7.88,40.0,131.0,3.23,NF,0.005019108280254777,0.3053435114503817,40.55727554179567
2394.0,1069.0,3.0,820.0,28.5,NF,0.4465329991645781,0.003658536585365854,28.771929824561404
1000.0,21.53,2572.0,197.0,87.0,NF,0.02153,13.055837563451776,2.264367816091954
1550.0,969.55,16.0,383.0,482.0,T1,0.6255161290322581,0.04177545691906005,0.7946058091286307
14.0,500.0,4.0,2861.0,0.0,T1,35.714285714285715,0.0013981125480601187,0.0
305.0,175.21,79.0,411.0,3.0,NF,0.5744590163934427,0.1922141119221411,137.0
420.0,110.0,38.57,12.74,4.5,D1,0.2619047619047619,3.0274725274725274,2.8311111111111114
5000.0,81.0,11.0,92.5,5.36,NF,0.0162,0.11891891891891893,17.257462686567163
650.0,20.2,37.0,36.43,0.38,NF,0.031076923076923075,1.0156464452374416,95.86842105263158
3910.0,785.0,121.0,21.0,220.0,T1,0.20076726342711,5.761904761904762,0.09545454545454546
20000.0,442.0,12.59,1132.0,13.0,NF,0.0221,0.01112190812720848,87.07692307692308
2.369,2990.0,56.0,12.0,4641.0,T1,1262.135922330097,4.666666666666667,0.002585649644473174
18.19,32.0,1.01,5.5,8.0,T1,1.759208356239692,0.18363636363636363,0.6875
98.0,171.12,2.33,34257.0,30.0,T3,1.746122448979592,6.801529614385382e-05,1141.9
60.0,99.2,16.0,91.6,221.0,T1,1.6533333333333333,0.17467248908296945,0.41447963800904974
5100.0,210.91,0.0,13.5,4.36,NF,0.04135490196078431,0.0,3.0963302752293576
150.0,100.0,17.0,4.97,16.0,T1,0.6666666666666666,3.420523138832998,0.310625
800.0,700.0,16.4,6.0,336625.0,T1,0.875,2.733333333333333,1.7823988117341254e-05
30.1,27.0,4.21,334.0,1830.0,T1,0.8970099667774086,0.012604790419161677,0.1825136612021858
5900.0,48.82,37.0,20.1,2.0,NF,0.00827457627118644,1.8407960199004973,10.05
650.0,1031.0,6432.0,39.0,0.6,NF,1.5861538461538462,164.92307692307693,65.0
290.0,120.0,10.1,403.0,0.0,T1,0.41379310344827586,0.025062034739454092,0.0
57.0,1600.0,41.0,11.0,159.0,T1,28.07017543859649,3.727272727272727,0.06918238993710692
700.0,395.0,68.0,6.8,210.0,T1,0.5642857142857143,10.0,0.03238095238095238
50.35,0.2,24.0,100.0,1.8,NF,0.003972194637537239,0.24,55.55555555555556
2770.0,5020.0,2000.0,11.0,1.0,NF,1.812274368231047,181.8181818181818,11.0
1570.0,3450.0,21.0,108.0,220.0,T1,2.1974522292993632,0.19444444444444445,0.4909090909090909
523.0,25.5,111.0,181.0,399.0,T1,0.04875717017208413,0.6132596685082873,0.45363408521303256
110.4,102.6,1.0,196.0,400.0,T1,0.9293478260869564,0.00510204081632653,0.49
6709.0,6.0,67.0,365.0,250.0,NF,0.0008943210612609927,0.18356164383561643,1.46
290.0,998.0,118.0,7.0,1010.0,T1,3.4413793103448276,16.857142857142858,0.006930693069306931
620.0,5020.0,705.0,4776.0,210.0,T3,8.096774193548388,0.14761306532663315,22.742857142857144
890.0,782.0,8.0,4.0,49.6,T1,0.8786516853932584,2.0,0.08064516129032258
2394.0,3564.0,6.58,89.0,26300.0,T1,1.4887218045112782,0.07393258426966293,0.0033840304182509505
220.0,1740.0,541.0,1132.0,0.0,T1,7.909090909090909,0.47791519434628976,0.0
150.0,1.0,212.0,84.0,680.0,PDT1,0.006666666666666667,2.5238095238095237,0.12352941176470589
60.0,3564.0,7.0,1780.0,0.0,T1,59.4,0.003932584269662922,0.0
143.8,40.65,626.0,2960.0,2300.0,NF,0.2826842837273991,0.2114864864864865,1.2869565217391303
5000.0,5.0,79.0,0.0,234.0,PDT1,0.001,0.0,0.0
385.0,1430.0,1100.0,11.0,256989.0,T1,3.7142857142857144,100.0,4.280338847188012e-05
8.0,18.9,90.0,1.45,3.38,T1,2.3625,62.06896551724138,0.4289940828402367
3675.0,86.0,35.0,2.0,0.0,PDT1,0.023401360544217688,17.5,0.0
530.0,438.0,104.0,422.0,16.0,NF,0.8264150943396227,0.24644549763033174,26.375
14.0,112.0,12.0,1132.0,259.0,T3,8.0,0.01060070671378092,4.370656370656371
10000.0,28.0,8.0,140.0,1830.0,PDT1,0.0028,0.05714285714285714,0.07650273224043716
4230.0,3450.0,24.0,68.6,1180.0,T1,0.8156028368794326,0.34985422740524785,0.058135593220338976
48.0,8.89,464.0,126.0,0.0,T1,0.18520833333333334,3.6825396825396823,0.0
8266.0,8.0,0.0,75.0,54.0,NF,0.0009678199854827002,0.0,1.3888888888888888
45.8,4290.0,1.3,260.0,167.0,T2,93.66812227074236,0.005,1.5568862275449102
2525.3,280.0,159.0,7.0,111.0,T1,0.11087791549518869,22.714285714285715,0.06306306306306306
40000.0,21.5,29990.0,2050.0,1.0,NF,0.0005375,14.629268292682926,2050.0
650.0,1061.0,31.0,1.0,25.1,T1,1.6323076923076922,31.0,0.0398406374501992
120.0,18342.0,104585.0,1987.0,0.98,NF,152.85,52.63462506290891,2027.5510204081634
1027.0,0.0,1712.0,6.96,8.0,T1,0.0,245.97701149425288,0.87
25.4,212.4,31.5,957.0,0.0,T1,8.36220472440945,0.032915360501567396,0.0
120.45,2000.0,179851.0,182.04,634.0,T1,16.604400166044,987.9751702922435,0.28712933753943215
3.82,1000.0,12.0,2.7,885.7,T1,261.7801047120419,4.444444444444444,0.00304843626510105
650.0,171.05,85.0,369165.0,187.0,NF,0.2631538461538462,0.00023024934649817832,1974.144385026738
8800.0,81.0,72128.0,440.0,4456.0,PDT1,0.009204545454545455,163.92727272727274,0.09874326750448834
41.0,2227.0,2.7,4200.0,9.0,T3,54.31707317073171,0.0006428571428571429,466.6666666666667
245.0,120.0,218083.0,3500.0,490.0,D1,0.4897959183673469,62.30942857142857,7.142857142857143
3700.0,300.0,12.8,49.0,0.96,NF,0.08108108108108109,0.2612244897959184,51.04166666666667
14.0,50.0,4.0,10.0,0.0,T1,3.5714285714285716,0.4,0.0
300.0,50.6,298.0,131.0,0.0,T1,0.16866666666666666,2.2748091603053435,0.0
86.0,81.0,244.0,6040.0,40.0,NF,0.9418604651162791,0.04039735099337748,151.0
1900.0,111.9,128.0,305712.0,0.0,PDT1,0.058894736842105264,0.00041869471921285393,0.0
2238.0,400.0,33.0,132.0,250.0,T1,0.17873100983020554,0.25,0.528
45.0,269710.0,4790.0,187.3,7.0,NF,5993.555555555556,25.57394554191137,26.75714285714286
45.0,135.0,221.0,131.0,330.0,T1,3.0,1.6870229007633588,0.396969696969697
5760.0,10.0,0.0,530.0,19.4,NF,0.001736111111111111,0.0,27.319587628865982
9750.0,1115.0,4.49,13440.0,1560.0,NF,0.11435897435897435,0.000334077380952381,8.615384615384615
44.6,212.4,1600.0,9.4,0.2,NF,4.762331838565022,170.2127659574468,47.0
20000.0,58.96,3.0,131.0,1760.0,PDT1,0.002948,0.022900763358778626,0.07443181818181818
8800.0,131.42,47.2,91.6,133.6,T1,0.014934090909090907,0.5152838427947599,0.6856287425149701
20.0,345.0,8.0,1.2,29.0,T1,17.25,6.666666666666667,0.041379310344827586
4966.14,175.21,28.0,3500.0,10400.0,T1,0.03528092240653707,0.008,0.33653846153846156
9.0,10.13,1230.0,66.0,7.3,NF,1.1255555555555556,18.636363636363637,9.04109589041096
75.5,100.0,17.0,266.0,34.0,T3,1.3245033112582782,0.06390977443609022,7.823529411764706
290.0,30.2,0.0,1210.0,333624.0,T1,0.10413793103448275,0.0,0.003626837397789128
543.0,1075.0,21.05,4620.0,0.6,T3,1.9797421731123388,0.004556277056277056,7700.0
3090.0,185.0,49.0,4776.0,6.0,NF,0.059870550161812294,0.01025963149078727,796.0
195.9,18342.0,355.0,260.0,40.0,NF,93.62940275650843,1.3653846153846154,6.5
6454.0,340.0,167.0,14.0,3.74,NF,0.052680508211961574,11.928571428571429,3.7433155080213902
1585.0,700.0,8.97,464427.0,333624.0,NF,0.4416403785488959,1.9314122563933624e-05,1.392067117473563
890.0,130.0,1.0,3.0,19.0,T1,0.14606741573033707,0.3333333333333333,0.15789473684210525
34.0,1069.0,41.0,692.0,4536.0,T1,31.441176470588236,0.059248554913294796,0.15255731922398588
33046.0,410.2,3.1,1560.0,13.0,NF,0.012413000060521697,0.0019871794871794872,120.0
36036.0,940.0,37565.0,2810.0,0.0,PDT1,0.026085026085026084,13.36832740213523,0.0
1027.0,1430.0,1.0,4.0,129.0,T1,1.3924050632911393,0.25,0.031007751937984496
390.0,285.0,1760.0,2000.0,15800.0,T1,0.7307692307692307,0.88,0.12658227848101267
530.0,59.9,0.27,49.0,259.0,T1,0.1130188679245283,0.005510204081632653,0.1891891891891892
45.8,58.96,54.0,181.0,490.0,T1,1.2873362445414849,0.2983425414364641,0.3693877551020408
1270.0,345.0,34.0,12.0,700.0,T1,0.27165354330708663,2.8333333333333335,0.017142857142857144
440.0,7.88,634.0,13440.0,0.0,PDT1,0.01790909090909091,0.04717261904761905,0.0
260.0,3600.0,20.0,449264.0,8.0,T3,13.846153846153847,4.451725488799459e-05,56158.0
605.0,744.0,70.0,1000.0,45482.0,T1,1.2297520661157024,0.07,0.021986720021107253
1790.0,1500.0,9.0,169.0,7.0,NF,0.8379888268156425,0.05325443786982249,24.142857142857142
0.0,41.9,600.0,2.0,35.0,PDT1,0.0,300.0,0.05714285714285714
1270.0,706.0,0.0,6.0,3.23,NF,0.5559055118110237,0.0,1.8575851393188854
120.0,12.0,655.0,170.0,35.0,NF,0.1,3.8529411764705883,4.857142857142857
110.0,25.5,9.0,84.0,2025.0,T1,0.2318181818181818,0.10714285714285714,0.04148148148148148
1900.0,3.7,683643.0,448.0,6.16,NF,0.0019473684210526317,1525.9888392857142,72.72727272727272
100.0,695.16,0.68,2394.3,58.0,T3,6.9516,0.0002840078519817901,41.28103448275862
535.0,4880.0,2.0,1780.0,129.0,T3,9.121495327102803,0.0011235955056179776,13.7984496124031
219.0,271385.0,6.0,8.21,54.0,T1,1239.2009132420092,0.730816077953715,0.15203703703703705
3910.0,285.0,318.0,406.4,8.0,NF,0.07289002557544758,0.78248031496063,50.8
0.0,7.93,27.14,383.0,2.0,NF,0.0,0.07086161879895561,191.5
11.0,619.0,647129.0,1987.0,816.0,NF,56.27272727272727,325.68142929038754,2.435049019607843
3930.0,1740.0,57000.0,33.14,25.1,D1,0.44274809160305345,1719.9758599879299,1.3203187250996016
28.97,86.0,1560.0,697.0,6.0,NF,2.9685881946841564,2.2381635581061694,116.16666666666667
1570.0,120.0,1.0,66.0,15.33,NF,0.07643312101910828,0.015151515151515152,4.305283757338552
31.0,18.0,41.0,11.0,8.0,NF,0.5806451612903226,3.727272727272727,1.375
128.0,3240.0,2121.0,3.2,318.0,T1,25.3125,662.8125,0.010062893081761008
2118.0,3240.0,29990.0,9.0,2.0,NF,1.5297450424929178,3332.222222222222,4.5
9619.0,1200.0,18.0,900.0,20.0,NF,0.12475309283709325,0.02,45.0
12.0,3.9,2300.0,85.0,19.0,D1,0.325,27.058823529411764,4.473684210526316
4566.0,345.0,49.0,777.0,4.5,NF,0.07555847568988174,0.06306306306306306,172.66666666666666
2.369,24.45,22.0,3.0,5.4,T1,10.32081046855213,7.333333333333333,0.5555555555555555
22400.0,1049.0,3.91,222.0,3.97,NF,0.046830357142857146,0.017612612612612613,55.91939546599496
2366.0,21.0,45.0,6685.0,36.2,NF,0.008875739644970414,0.006731488406881077,184.6685082872928
1084.0,160.0,250.0,6990.0,28.5,NF,0.14760147601476015,0.0357653791130186,245.26315789473685
1100.0,200.0,19.4,7330.0,1.0,NF,0.18181818181818182,0.002646657571623465,7330.0
224.0,15.7,9.37,403.0,11.0,NF,0.07008928571428572,0.02325062034739454,36.63636363636363
676.74,185.0,27.14,0.0,198.0,T1,0.2733693885391731,0.0,0.0
137.0,65.58,45.21,957.0,28.0,NF,0.4786861313868613,0.047241379310344826,34.17857142857143
131.7,419.0,2.48,27.0,3.37,T3,3.1814730447987856,0.09185185185185185,8.01186943620178
308142.0,44.0,3.94,26.0,259.0,PDT1,0.0001427913104997047,0.15153846153846154,0.10038610038610038
101.72,124.0,6.4,580.0,0.0,T1,1.2190326386158081,0.01103448275862069,0.0
14.0,860.0,38.0,2.0,6303.0,T1,61.42857142857143,19.0,0.00031730921783277807
2373.0,30.0,128.0,570.0,3.38,NF,0.012642225031605562,0.22456140350877193,168.63905325443787
