H2,CH4,C2H2,C2H4,C2H6,Fault
5880.555,33867.0,1292.84,0.0,3251.99,PD
750.354,0.0,2242.622,2252.1,894.96,T3
5375.985,2056.98,0.0,2199.95,1539.16,T3
5350.047,846.44,135.777,1736.97,3017.18,T3
2062.72,3628.8,0.0,3409.72,28.76,T2
5180.212,3637.82,560.495,3310.47,2048.77,PD
4527.019,0.0,0.0,190.52,0.66,T3
0.0,34.07,2298.123,3871.13,3427.95,NF
0.0,1683.41,878.282,2590.08,0.0,D2
2178.762,3027.47,402.357,5536.18,2595.91,T2
2901.582,3079.54,4301.054,785.53,0.0,T3
0.0,676.44,0.0,1397.35,1042.61,D1
0.0,1360.55,0.0,0.0,0.0,T1
6336.732,1212.8,0.0,0.0,2422.1,D1
1951.247,647.47,2665.289,0.0,923.76,D2
8.372,2340.11,1743.343,884.41,2031.85,D2
2809.924,3141.02,0.0,4237.05,3330.8,T2
337.897,643.38,0.0,381002.85,1664.81,D2
0.0,2767.37,976.607,3134.54,1119.24,D1
2138.566,1078.96,3068.157,2890.21,2599.11,D1
4936.983,2914.13,0.0,2668.36,2866.86,PD
0.0,2097.38,0.0,0.0,2653.39,D1
5084.129,4880.35,3851.103,0.0,2786.09,T2
3008.914,2196.43,3468.608,2757.4,2651.63,D2
1676.646,2479.4,1270.23,0.0,0.0,D2
700.921,2242.53,2235.54,0.0,1127.09,T3
0.0,544.33,0.0,503.24,2103.83,T2
28.576,2997.14,4566.307,0.0,606.41,D2
5026.195,644.71,926.659,2210.94,1420.7,T2
39174.924,3687.45,0.0,0.0,2539.04,PD
4127.096,1993.06,751.882,645.96,3601.91,PD
6117.51,3544.62,3227.489,0.0,423.42,D2
832.61,2602.14,0.0,7182.95,1528.24,PD
2321.017,1372.49,2314.645,0.0,2792.8,T3
1817.972,0.0,897.095,3306.26,1886.33,D2
5003.453,342.85,0.0,0.0,638.64,D1
0.0,2912.85,0.0,3868.24,962.83,D1
0.0,1476.68,3071.218,0.0,2355.76,D2
0.0,0.0,0.0,0.0,1473.24,T1
3804.588,4491.71,0.0,3423.84,0.0,D2
0.0,0.0,0.0,0.0,2247.37,T3
2737.736,1497.28,0.0,0.0,990.27,D1
1035.119,4041.42,0.0,1647.53,0.0,D2
0.0,946.42,0.0,0.0,1101.35,NF
5897.159,276254.3,1639.929,4101.36,996.04,T1T2
6016.135,5556.36,4225.278,4522.1,2559.88,PD
3548.391,998.25,0.0,0.0,0.0,D1
5889.255,2744.53,2896.199,4444.55,0.0,D2
483.86,1029.95,860.012,1164.63,971.77,T3
343.441,3411.56,5782.977,3557.87,2077.51,NF
6597.895,1766.1,0.0,1483.78,3547.19,T3
3026.961,4312.38,0.0,701.35,2837.34,T2
0.0,781.5,0.0,1629.6,1739.03,D1
7875.992,3361.69,0.0,4530.19,3746.3,D1
3874.673,4747.43,1815.052,3875.89,1501.95,D1
0.0,1785.19,3283.519,1248.9,2371.2,T2
7079.254,1635.04,460.698,0.0,2297.62,T1T2
4192.461,1829.96,0.0,2951.33,2668.31,D2
3993.437,1415.57,1707.258,6636.92,0.0,D2
3507.158,1074.14,2406.338,2195.31,1729.76,T3
1782.304,2629.85,3686.027,1808.14,3350.56,NF
0.0,385.79,0.0,1782.5,760.69,D2
1058.3,2909.95,1708.426,5186.2,1116.29,NF
624.881,961.93,783.661,0.0,2866.68,T1
2832.877,3924.04,297.055,908.19,1666.43,PD
6990.372,2999.4,0.0,0.0,0.0,T2
0.0,1537.74,1051.824,333.21,885.1,D1
733.51,5298.06,5734.39,5197.01,1575.73,NF
0.0,0.0,1364.055,0.0,326.71,T1
1969.545,144.29,1027.626,2250.22,0.0,T3
3982.738,1692.35,0.0,0.0,2814.8,D2
6194.805,5421.03,0.0,5625.1,4491.51,PD
1700.76,0.0,0.0,0.0,0.0,T1
591.974,1816.23,1597.267,0.0,2331.67,D1
3978.047,4130.53,4597.978,3809.53,4367.78,PD
3463.66,3413.7,1141.335,0.0,1406.41,D1
3298.649,3353.7,0.0,0.0,1465.31,D1
3701.336,1823.31,210.399,348.15,1666.98,T1
2389.285,2667.28,0.0,117.71,2548.6,D1
0.0,0.0,0.0,1881.54,793.48,D1
0.0,2653.96,0.0,0.0,1279.62,D2
3073.771,371550.11,0.0,0.0,0.0,T2
1080.396,0.0,0.0,0.0,2061.56,D1
3095.048,622.66,0.0,2209.73,2637.44,T3
2945.999,925.1,822.322,1452.06,599.8,D2
4774.188,3187.11,2385.957,1156.32,1616.34,T1
590.66,4283.94,3919.862,2464.43,2644.7,D2
1859.204,3366.89,0.0,1863.11,2453.38,D2
4000.805,0.0,0.0,0.0,899.41,D1
883.728,1678.31,0.0,0.0,809.23,T1
902.021,3281.21,0.0,0.0,1493.77,D1
0.0,1821.94,1802.028,3491.41,4263.82,NF
6190.81,0.0,588.084,58.4,2810.9,T3
5802.915,3324.31,5529.13,0.0,2841.79,PD
0.0,4569.44,3168.65,0.0,3565.39,T2
5655.382,2618.31,4235.319,3345.57,1435.32,D2
3102.986,3333.97,415.393,3794.25,3379.78,T1T2
0.0,2938.3,0.0,0.0,2559.13,D2
1709.002,1932.04,0.0,0.0,1605.35,T1
7703.999,4132.04,1497.799,2809.65,1118.05,D2
5955.412,2806.71,0.0,1494.53,2056.84,D1
1883.892,0.0,0.0,0.0,2617.27,D1
2193.998,3821.13,0.0,5393.48,3399.19,NF
0.0,2895.18,0.0,3463.06,910.43,T3
4092.756,3540.85,3134.447,0.0,1664.72,T1
5033.759,1998.97,392.038,2746.6,3019.58,NF
0.0,1785.58,0.0,0.0,1686.45,T1
2320.442,1459.91,811.305,194.34,1639.1,D2
3323.431,1819.75,1782.941,0.0,1070.15,D2
0.0,3016.15,0.0,4815.57,3701.84,D2
8268.441,3725.92,1053.6,0.0,2197.04,PD
6226.981,1853.14,3397.203,0.0,781.8,T3
3490.959,4225.69,168.264,0.0,4145.44,PD
3333.586,4625.62,4657.58,3609.21,3072.45,PD
0.0,220.37,274.416,117.32,2175.31,T3
0.0,3835.16,6929.995,2109.01,3548.94,D2
0.0,1662.06,620.155,1948.71,0.0,D1
3895.829,2513.56,574.947,3220.63,590.26,D1
4734.81,1730.84,2481.315,3280.99,0.0,D1
2633.173,4386.21,6456.22,0.0,852.5,D2
1506.346,2167.5,1233.744,1134.5,1103.57,D2
713.602,0.0,341.227,0.0,1300.02,T1
0.0,1687.42,0.0,404.69,2965.22,D1
4669.433,689.32,0.0,0.0,0.0,T3
3324.956,0.0,0.0,0.0,771.21,T3
5279.034,2475.93,5069.987,0.0,3266.02,T3
2156.583,4067.92,0.0,1047.01,0.0,T3
3707.19,3401.83,1161.686,675.31,2763.07,T3
4049.401,1614.37,649.298,1876.81,4339.71,D2
1079.052,1029.19,1279.903,3035.16,1956.79,T1
2054.1,1826.36,2594.847,0.0,2820.65,D2
4237.66,0.0,0.0,3401.5,2549.17,T3
0.0,908.89,3300.073,5537.25,2379.78,NF
1818.394,612.28,0.0,3451.91,2080.97,D2
3457.749,3676.94,0.0,0.0,4286.89,PD
1582.891,4348.38,630.909,4495.36,2141.2,NF
5795.928,4687.46,566.849,1794.44,290.71,D2
0.0,381.46,0.0,3427.59,2737.39,D2
4716.133,1637.77,0.0,208.75,0.0,D1
584.19,27225.85,0.0,604.25,2871.61,D1
801.458,0.0,156.233,3745.9,226.9,D1
2873.33,325.63,0.0,0.0,225.48,T1
6785.016,194.09,527.737,0.0,0.0,T3
3705.875,3750.54,0.0,4194.92,1229.42,T3
2539.832,2164.67,0.0,349.67,2258.89,D2
3466.678,1011.41,0.0,1332.21,3249.8,D2
1750.243,2808.1,2907.12,343.93,452.8,D2
2406.88,1889.11,0.0,0.0,1495.98,T1
6226.825,3539.63,0.0,0.0,0.0,D2
0.0,884.19,0.0,5712.04,2186.76,T3
6609.583,3304.01,790.412,0.0,2409.46,PD
2253.801,2691.36,0.0,1250.82,2215.28,D1
41922.601,4508.39,1987.392,4405.76,2653.49,PD
805.986,0.0,0.0,0.0,39602.43,D1
0.0,0.0,0.0,0.0,1982.31,T1
0.0,273.78,1047.766,0.0,1005.38,T1
4313.131,1977.56,30.916,1965.55,884.44,D2
3810.583,4681.54,469.244,1036.84,1264.51,D2
70.619,2345.13,4638.071,3698.68,2877.01,NF
685.347,2840.98,0.0,0.0,3697.8,T1
5041.278,4390.01,652.095,2328.41,1462.77,D2
1337.525,3571.69,4841.94,4848.89,4638.79,D2
0.0,47.16,0.0,0.0,1401.67,D1
5214.624,1709.61,1506.344,2037.28,1776.55,D2
0.0,2688.15,24.237,2784.35,2842.03,T2
6771.26,54052.12,211.435,2151.8,16.44,PD
1782.407,1111.32,1306.567,1959.05,2027.26,D2
2632.098,35885.98,1322.884,0.0,1720.19,T2
6805.317,1985.51,4028.518,519.63,0.0,T3
2080.04,1383.96,0.0,0.0,2530.66,D1
6919.285,503.5,3551.153,1303.39,2833.53,NF
3373.323,1676.58,0.0,3557.77,94.07,D2
2555.718,0.0,3256.139,0.0,0.0,D1
1805.705,0.0,0.0,0.0,1811.66,D1
269.844,2849.83,3215.154,1349.19,3242.18,T1T2
0.0,4175.44,1380.806,7315.45,2839.33,NF
1770.458,1845.36,2010.348,1917.82,2566.26,PD
4857.613,1062.55,0.0,1077.1,0.0,D2
801.82,0.0,0.0,0.0,0.0,D1
4034.516,1225.24,0.0,1776.4,1507.6,T3
2743.624,981.21,0.0,0.0,2760.4,D1
2951.742,1910.81,0.0,0.0,3373.26,D1
0.0,18089.26,0.0,3745.79,1805.06,D1
39019.303,3204.44,0.0,3420.91,3207.02,PD
2442.682,0.0,2070.744,0.0,3656.49,T3
3535.234,0.0,0.0,0.0,3180.29,T1T2
1617.818,3047.68,459.403,1785.13,1492.8,T2
5208.606,3754.37,755.77,1876.64,3350.81,D2
1704.549,749.99,0.0,1072.73,0.0,T1
3366.542,2717.5,0.0,0.0,15571.14,PD
51460.316,3232.39,33.842,0.0,1919.34,PD
0.0,219.26,0.0,0.0,0.0,D1
2730.689,597.09,0.0,0.0,120.17,T3
1028.864,1824.99,3547.382,1214.76,2128.1,T1T2
1167.642,1366.59,0.0,3697.08,39964.08,D2
1052.271,2343.55,2150.785,0.0,0.0,PD
3378.343,2981.91,3843.332,0.0,2010.16,T2
7173.775,944.89,469.232,79.83,1709.76,T3
3833.586,3842.27,5126.107,2052.2,486.39,PD
0.0,1924.73,0.0,5692.39,1247.46,D2
0.0,1103.04,0.0,4101.97,3212.38,NF
675.093,2021.77,0.0,0.0,1193.92,D1
3240.522,1683.16,0.0,3146.64,2492.88,T1
65.632,1988.84,0.0,3146.86,2998.56,PD
140.039,818.35,1957.339,0.0,0.0,T3
0.0,0.0,0.0,319.02,3251.23,D2
366.818,3707.54,546.756,0.0,3361.52,D2
4698.26,4504.91,0.0,3261.23,1163.85,T3
0.0,3102.89,3528.538,2348.09,0.0,T2
4317.464,3289.89,0.0,854.95,1881.01,D1
2316.474,427.15,0.0,0.0,4119.58,T3
402.119,835.29,457.836,0.0,4117.08,D2
506.415,608.85,0.0,0.0,0.0,T1
5121.493,15903.5,1166.334,0.0,557.69,T3
2163.986,4167.98,1354.404,0.0,2738.95,D2
5156.306,1980.27,1310.827,0.0,2581.15,D1
0.0,0.0,0.0,3327.36,0.0,D1
1231.973,2612.15,3147.711,3514.92,658.78,T3
3208.969,821.23,1205.858,3693.62,3223.1,T3
27686.699,3083.33,0.0,5255.58,3596.04,PD
2485.87,2800.08,0.0,0.0,4863.44,D1
0.0,1237.57,540.312,0.0,0.0,D2
29175.934,4018.82,3132.626,0.0,2330.13,PD
2963.955,674.04,234.603,2593.62,74.7,T3
129.843,164.05,0.0,5491.2,0.0,D1
0.0,2662.57,3339.954,0.0,1808.79,T2
0.0,3493.26,1897.638,5602.69,4483.89,NF
2884.322,3229.29,1696.82,1182.55,3493.49,D2
1447.876,1053.14,1265.552,0.0,0.0,T2
4921.555,2936.34,324.466,0.0,0.0,D1
3399.718,2284.71,643.349,0.0,1921.73,D1
6172.198,3819.02,1079.396,2590.64,0.0,D2
810.645,2295.67,1337.429,814.53,2761.47,T3
0.0,1639.37,0.0,384.3,729.23,D1
0.0,4675.29,0.0,0.0,1848.4,D2
3020.376,1860.32,4864.675,208.09,770.6,T3
2669.326,637.1,0.0,0.0,2218.81,D1
3750.542,185.12,0.0,0.0,0.0,D2
0.0,516.82,1368.99,352.39,2966.45,NF
362.289,0.0,0.0,511.02,538.54,D2
3328.873,1409.17,1500.198,1264.27,0.0,T3
0.0,0.0,931.402,3272.32,393.78,D1
5347.48,1174.08,0.0,1807.19,2136.26,D2
3009.177,4250.3,0.0,7714.5,1819.94,NF
544.362,838.54,179.441,0.0,3498.96,T1
7399.933,3785.36,0.0,3186.81,2602.24,T3
6005.337,2094.78,0.0,3129.03,1523.47,D1
0.0,3494.75,0.0,3972.53,3324.29,NF
1476.296,2440.26,0.0,3916.28,450.53,T3
0.0,1712.3,2453.677,3750.55,3855.47,NF
724.732,2103.79,0.0,1789.23,844.87,D2
591.099,775.2,2750.185,1764.13,746.22,NF
0.0,2161.41,0.0,1123.72,3345.8,D2
5187.074,30277.25,4120.801,4448.46,0.0,T3
0.0,741.91,4522.574,1495.86,0.0,D2
1056.486,3372.18,2782.368,1228.5,2664.69,D2
0.0,0.0,4471.188,0.0,1408.86,T1
5435.808,3821.66,0.0,771.29,4277.15,D2
3685.34,3667.96,2378.916,2632.49,0.0,D2
7331.463,3213.9,0.0,0.0,752.19,D1
4100.804,4810.89,0.0,1982.75,2822.71,D2
1164.238,488.07,0.0,1340.65,1714.04,T2
4439.437,3741.99,1010.145,84.4,3164.07,D1
4755.643,3358.34,0.0,1101.27,3126.61,D1
0.0,4249.25,2646.37,0.0,2722.55,T2
3536.084,1549.24,1674.241,0.0,896.21,T3
0.0,1596.81,0.0,471597.16,877.62,NF
0.0,1374.81,3013.457,0.0,2869.93,NF
0.0,508.92,0.0,640.41,684.63,D2
628.305,1464.8,981.272,2230.14,0.0,D2
2800.295,782.48,3103.763,0.0,1057.03,D2
1963.53,1386.28,0.0,2219.51,1594.31,D1
0.0,438.58,946.163,56.47,4496.08,D1
5285.036,1836.26,4743.256,324341.03,2360.03,PD
5910.504,2252.92,0.0,1532.15,1587.14,D1
4557.929,172.24,1714.55,728.56,1866.73,D2
0.0,996.07,3662.659,343785.99,2577.13,D2
3458.042,4031.59,0.0,0.0,1278.05,D2
4154.612,1885.55,3233.065,1983.24,2845.48,T3
3586.144,1436.11,0.0,0.0,0.0,T1
1587.874,1504.42,0.0,1507.37,199.02,D2
5406.77,2018.15,0.0,0.0,36229.09,D1
6690.366,4254.5,4132.217,441.93,2272.13,D2
0.0,0.0,0.0,1582.19,4673.68,D1
0.0,712.61,0.0,3449.03,931.46,T2
0.0,824.44,1535.162,2065.54,1719.79,D1
0.0,2.13,2088.292,2352.02,4197.1,T3
5902.047,3085.61,0.0,0.0,580.99,D1
4106.316,5252.83,0.0,472172.18,3369.21,T2
0.0,717.67,0.0,0.0,0.0,D1
4030.051,4421.98,0.0,4125.27,4122.71,T2
0.0,843.14,383.443,1780.34,1813.46,T2
3563.171,188.16,0.0,0.0,0.0,D1
2876.015,2102.91,3266.686,888.46,3722.77,T3
0.0,1711.72,0.0,59.69,1063.27,T2
1861.467,258.58,662.464,3430.23,0.0,D1
2565.945,3121.42,0.0,1365.12,481.62,D1
3405.424,2386.06,0.0,1177.33,2306.52,D2
3323.246,957.01,427.285,2779.49,745.02,NF
36594.816,1387.15,0.0,0.0,2699.86,T1
0.0,1210.46,2784.325,2897.02,1818.77,D2
6807.583,2119.48,2963.911,4748.67,192.15,T3
1137.816,2744.05,0.0,4000.75,550.49,D1
5194.45,1215.75,0.0,3564.83,2619.57,T3
1469.263,1593.52,1251.167,964.28,1079.13,T3
0.0,2424.31,0.0,0.0,562.48,T1
2242.721,0.0,0.0,0.0,0.0,T3
1120.282,3333.28,0.0,0.0,1722.07,T1
4069.395,4486.12,929.644,4531.52,1698.2,D2
620.358,127.2,2609.048,5209.75,1254.99,T2
0.0,2497.09,3212.185,1525.43,1277.86,D2
4621.243,2348.04,2508.518,0.0,1789.71,T2
1368.634,2027.13,767.229,0.0,1341.36,T1
1296.309,1365.65,6498.361,1001.88,2627.37,D1
3101.038,2794.03,0.0,5048.25,2427.5,D2
1852.071,0.0,0.0,0.0,2039.47,D1
4490.083,3212.24,0.0,1623.78,3272.91,T2
0.0,0.0,0.0,0.0,0.0,T1
2692.946,1344.05,2792.701,669.81,1044.63,T2
8530.534,4080.84,0.0,0.0,0.0,D2
1955.202,2394.96,1403.065,0.0,3234.17,D1
0.0,3133.29,2920.329,3798.63,5066.22,NF
6548.238,2354.15,0.0,3240.47,980.05,D1
1039.789,1382.8,0.0,0.0,0.0,T1
0.0,0.0,1740.147,402.8,1221.05,T1
1245.405,4687.32,5627.311,1329.82,3802.61,D2
818.291,1925.99,2878.874,22.67,2107.98,D1
5261.716,2897.67,530.814,1972.75,0.0,D2
0.0,2289.18,738.976,5296.78,50385.27,NF
2391.229,2820.42,1347.055,1992.19,164.38,D2
2491.695,1151.6,0.0,3579.2,4324.94,NF
665.953,2420.35,0.0,2294.23,0.0,D1
5981.079,79.87,0.0,0.0,814.53,T1
551.004,529.05,0.0,0.0,1374.24,T3
