H2,CH4,C2H2,C2H4,C2H6,Fault
111049.78,435679.47,588747.23,315183.81,251284.91,
411918.66,182494.41,479129.62,327728.15,256399.48,
414676.85,287434.79,491352.76,15024.43,392663.18,
96153.82,277675.92,199858.0,358512.68,202824.75,
374071.25,326462.79,583239.97,276079.22,228343.25,
331584.95,296374.7,440511.9,296271.89,149313.89,
174035.28,354524.04,638510.85,246194.63,271856.47,
146985.63,143710.61,611096.84,108419.93,53415.06,
85113.14,256072.98,303929.87,336623.86,136696.53,
350111.23,7970.85,632113.47,195085.43,67830.75,
301244.68,98378.24,378700.54,139843.33,363155.45,
317608.9,211443.36,282414.09,449245.61,37808.55,
172544.74,130034.43,680737.58,206987.57,159777.4,
394550.7,225389.67,602121.66,465337.15,253614.61,
123486.39,350790.09,77591.69,132681.19,88903.74,
258397.25,263255.04,296643.9,132236.08,87546.95,
184018.92,282159.74,610546.26,27901.56,336417.51,
196614.66,183349.62,397797.6,387515.76,219181.7,
446930.49,198702.67,64219.64,210829.19,173027.91,
293893.53,440173.55,478413.18,13303.87,229864.21,
350346.42,322920.02,477145.37,290271.93,276350.18,
234749.79,293221.99,362477.09,251513.57,166539.26,
259491.43,443643.99,540151.7,194381.62,19230.27,
441501.96,216066.87,628881.3,238430.71,50706.69,
188674.13,253412.63,112147.05,110374.23,83978.08,
256413.25,264537.05,170672.83,447287.01,368736.13,
207740.88,83126.84,228710.07,99081.54,166927.39,
46874.15,435683.18,566026.19,145670.02,108741.25,
26341.35,241644.7,12383.9,422266.54,393689.81,
120578.54,223207.62,102927.93,2902.44,66416.54,
212987.97,53189.74,634881.23,3185.51,64657.16,
1709.42,76693.69,573631.92,418442.81,251937.12,
85866.2,147432.39,636160.33,155610.66,51507.63,
278828.77,428439.01,241298.23,127468.99,63009.67,
159320.24,298951.48,48716.83,324050.72,198851.97,
326264.44,444652.32,633832.08,205669.95,228304.95,
4369.19,443826.45,386723.93,341100.85,191856.52,
218478.22,67547.88,175456.52,296244.89,250128.7,
332947.25,240849.16,66425.74,110218.12,56820.92,
466454.29,55994.51,356354.95,256284.86,350818.75,
65049.09,351143.67,10940.34,19516.27,314002.67,
56738.18,125890.14,306228.64,124809.8,357794.04,
166961.79,206220.63,239234.93,211572.09,13357.62,
303085.5,10318.26,42857.09,149818.85,92428.23,
189371.78,224996.49,239495.04,289679.74,42109.25,
124746.97,21258.63,189309.59,446307.42,146498.04,
292208.21,97943.24,642607.8,21707.71,119563.46,
66193.85,189836.74,164628.58,377504.32,403365.86,
376026.72,353128.78,331248.34,156031.56,223726.96,
6913.46,347385.83,81604.61,447962.32,56280.54,
383747.05,412368.31,242479.84,239455.89,169357.49,
154550.05,113477.03,113388.44,201820.96,163933.92,
143708.8,126445.65,327174.9,194194.47,85941.89,
245076.34,170963.81,149535.09,445749.59,340988.53,
279216.43,183418.54,129717.6,405391.42,370908.85,
108887.95,308166.86,621629.22,1384.04,236333.18,
213296.86,434217.15,650459.65,366702.32,261363.96,
397973.56,242252.92,521491.77,452071.54,154220.18,
365894.31,333927.83,661950.71,4411.45,180408.3,
248146.06,254835.44,143070.32,168189.55,91208.06,
167234.34,58088.38,190456.14,51766.62,167803.22,
53406.2,147117.27,597736.15,412635.51,130510.04,
312679.53,178793.36,613609.31,365634.95,126840.92,
305555.12,306123.63,222523.32,127357.03,277728.54,
34744.39,40865.66,140748.68,338876.2,384163.87,
348140.09,240203.08,209880.26,421484.21,191199.95,
90045.7,169139.78,584377.83,363760.25,257271.93,
224297.23,305361.58,281897.33,220710.66,403230.43,
152503.19,292180.54,302480.82,375896.65,343256.09,
103888.62,122139.9,441940.99,188511.92,151121.11,
428969.56,277024.31,646622.85,356418.63,85035.35,
208751.71,2030.94,72195.41,39367.16,51738.92,
301875.98,401493.23,163138.21,466433.84,71231.97,
79756.09,115585.18,591694.62,174246.24,318089.57,
54759.64,320779.92,187245.2,128397.15,218458.46,
1886.64,125381.11,104796.4,477827.86,278922.79,
376047.74,173732.08,217489.48,299721.61,333961.94,
15196.37,109907.88,150097.94,476918.81,202937.28,
40418.2,397334.44,234306.14,152440.14,86483.52,
76244.53,188358.61,536939.04,110017.42,357542.89,
189857.32,111324.79,400929.37,455920.95,155814.44,
2271.35,271380.22,213473.6,277658.68,278012.75,
457116.59,382028.05,682590.25,314784.96,96037.21,
221313.59,322990.57,240072.83,228778.58,62457.49,
178075.19,34312.4,267000.84,303702.47,84536.73,
276047.77,15834.64,100774.7,263556.52,195702.39,
316213.61,434337.5,178283.23,291931.24,260634.94,
374926.7,295618.25,146536.42,17261.38,208934.57,
259138.57,418984.94,492542.43,94106.89,25281.01,
112372.11,280809.9,289383.96,390617.25,292630.63,
481978.23,357582.5,667967.31,90920.79,343015.32,
466615.37,156184.93,301412.58,312408.1,361629.76,
35003.06,307592.0,99038.32,259659.1,110759.25,
308105.86,366247.68,483161.49,366822.11,72114.19,
376000.44,92847.28,52564.03,298324.05,402822.49,
281272.71,359241.2,580385.32,97021.42,307555.73,
49046.54,79996.02,377511.45,34757.89,167399.71,
302686.39,200177.34,341058.05,89011.02,100746.67,
418624.12,373563.43,158412.26,145854.97,97131.72,
32008.33,440980.46,402461.25,305260.8,176906.62,
420296.62,235716.36,194567.75,249482.26,56411.9,
174016.44,157331.28,428692.17,84082.03,286276.46,
136963.04,376426.35,382146.49,342394.77,44329.06,
126348.72,196598.58,418370.44,435053.27,57896.58,
270946.96,330296.65,617532.49,69461.14,212086.81,
329170.37,308619.18,622305.19,445628.8,63896.36,
286883.09,403939.77,462477.97,160378.43,401815.12,
182181.74,339282.77,100512.0,222169.46,180620.5,
131315.18,385164.34,353737.31,103026.88,247912.76,
357049.87,385655.28,252681.84,23384.78,342061.68,
130943.9,196845.89,113372.18,33997.92,16421.78,
222146.68,202436.37,556810.79,438515.35,182966.07,
317599.68,125695.92,234265.72,69986.94,236951.32,
407921.69,353560.05,672984.23,421841.24,257279.67,
25003.69,56132.23,545833.59,458616.55,249830.44,
217976.76,241574.58,218258.39,354616.69,280492.73,
205392.64,5124.95,526720.28,228177.68,320171.4,
219156.24,448209.33,342787.76,253353.82,235827.36,
269912.25,419508.17,63264.64,311476.1,19310.13,
217918.82,302208.65,588134.52,111895.67,162997.15,
261329.02,379886.83,299584.72,333066.19,402952.15,
32548.88,426677.87,164589.61,300117.07,244981.66,
347606.57,423860.75,116608.49,291936.86,363103.57,
287343.08,103541.64,595920.94,276273.92,392952.52,
143644.56,244728.42,147901.01,196163.48,111023.82,
450926.73,240601.66,241361.11,103312.3,249610.12,
374103.46,210134.54,490192.25,56914.7,156416.28,
453550.8,319219.6,591232.33,455387.9,123100.58,
429201.51,25312.4,294753.36,457437.06,113257.58,
351245.58,283804.58,392489.44,131389.1,198827.47,
9634.57,260858.74,404288.99,232242.29,25810.02,
256754.65,400844.35,494916.45,273025.26,75856.4,
187354.64,229984.37,303586.13,261483.25,335519.34,
198732.34,145030.21,502781.18,12610.62,340393.44,
472376.59,284031.87,56551.34,348049.54,101739.67,
85341.47,69947.74,447929.41,431316.31,326060.12,
7936.7,60924.64,511693.0,427277.47,42883.19,
67435.03,291785.45,599148.96,266120.04,59573.36,
100728.87,50063.95,412217.42,218472.38,251860.84,
86677.68,276993.41,153644.16,183957.88,130890.45,
281201.18,365571.55,418047.41,273736.62,269555.49,
293112.81,112818.05,454343.63,234671.59,88604.43,
121431.75,448032.35,444231.22,5007.34,12335.18,
345353.95,342563.26,510572.4,350321.8,58370.71,
68022.24,22409.17,673716.17,148758.8,62222.16,
366170.51,8059.99,676514.78,333231.22,206109.55,
361195.91,311451.86,534400.91,127749.88,71267.05,
261698.79,282425.15,171423.36,375240.87,224996.99,
46718.64,376825.63,171194.67,153142.66,191775.29,
201914.03,111131.33,441248.74,155316.91,291232.42,
293167.91,22798.66,480504.79,264242.24,284305.68,
245552.6,226494.74,122369.79,344912.54,129851.45,
342041.98,206009.07,56246.54,105943.82,271249.95,
138610.01,132047.41,289321.57,221416.69,352096.41,
438835.83,188071.32,127616.66,31919.19,193104.72,
486335.0,136745.4,439255.45,348242.72,5061.72,
405764.67,295495.32,67570.19,3693.0,23273.7,
127107.86,282393.39,15474.29,361899.18,34154.74,
373616.28,254279.84,377928.58,242363.49,160450.08,
369270.44,444805.33,434621.05,424868.48,124466.32,
36786.54,78333.13,73041.11,51664.42,360685.4,
472587.76,371518.34,659018.33,335743.45,273043.14,
52984.13,203812.84,218028.78,454522.56,168356.85,
400750.8,297040.27,453579.35,414989.56,310653.22,
66950.55,119031.88,50943.59,336154.62,70950.02,
418030.47,17896.27,409671.14,114246.71,370475.77,
261107.87,326693.03,132674.94,409791.83,25197.66,
294804.59,362912.04,15289.23,277292.21,40272.95,
242482.15,164786.91,545728.34,21107.48,376263.07,
51150.66,56701.72,384466.62,404923.13,41387.63,
44530.51,242491.46,148545.24,411643.99,314321.82,
274425.39,190595.64,457555.16,9266.53,216886.85,
353498.34,410587.03,373154.62,293856.25,59117.63,
37285.68,190293.6,184255.41,371268.48,96033.92,
11735.37,410047.66,518090.63,30602.54,214507.09,
207271.43,352700.65,124546.62,164241.08,167075.39,
259796.02,382581.5,107593.09,447063.54,180382.2,
441809.26,69950.68,78195.02,159475.59,206948.74,
101210.16,176770.6,40399.95,417494.47,178424.37,
159432.88,2883.24,218384.66,314914.01,306153.66,
251759.26,246768.11,588098.75,446142.81,376943.37,
352476.93,324115.77,520071.18,394607.15,296291.97,
16641.82,399776.72,540811.97,191341.57,305897.9,
375726.41,239046.97,9235.03,70993.58,168784.87,
260854.35,381235.19,464169.88,78972.75,204228.39,
2332.27,69033.57,456924.87,329240.59,390150.88,
167400.51,267012.89,495597.97,221547.84,223869.72,
208034.61,83271.19,548949.21,153176.99,370297.12,
381139.34,175734.2,26795.17,22020.63,105792.95,
117772.22,122503.55,555066.69,469920.06,396183.55,
336670.09,366062.16,46230.94,407332.88,18628.98,
360912.98,21384.74,144942.3,157483.58,240746.19,
13495.63,312154.87,585958.19,358326.53,362079.05,
390320.84,356518.55,671320.56,232902.14,111023.56,
302857.75,321367.16,196577.38,184035.63,15597.34,
412681.95,178789.55,460947.84,144819.72,84255.75,
232960.84,419246.14,247145.14,296067.95,234947.13,
419774.12,63339.17,248248.37,171027.46,283975.78,
301712.79,290890.93,100908.72,301257.43,174225.15,
321511.33,2037.61,25639.77,320985.33,220220.35,
12406.99,273106.16,352410.09,118476.27,386148.14,
429681.13,262096.17,469512.89,303000.52,396910.58,
210539.7,317356.69,676219.5,118952.76,291207.5,
74912.1,369093.74,311408.89,318552.57,57483.44,
366908.28,385031.18,14025.82,196629.83,289753.15,
434848.26,221553.74,2422.9,352054.68,110721.18,
482050.79,173895.14,534337.96,303877.71,325498.86,
361651.41,51395.55,328877.43,140133.24,343174.6,
304735.75,171317.97,538101.98,150290.76,224423.39,
55539.46,86515.03,648815.37,459087.94,109481.42,
166391.82,146079.69,230516.87,133182.09,350954.42,
372694.03,353381.77,394232.62,78883.72,175007.08,
141015.31,183194.57,117715.11,396731.27,141225.24,
377462.12,431193.16,529642.52,412029.86,69998.13,
95457.6,107434.24,262267.91,323685.22,268308.79,
92680.03,191686.13,512704.78,225429.09,154459.9,
266716.96,405148.41,630301.08,224394.98,56595.18,
239806.98,123108.22,565890.95,236172.06,150850.95,
332171.82,270052.66,145040.15,295003.48,308791.75,
229950.37,176781.54,349378.55,281241.67,371028.49,
134136.47,105440.32,287203.17,435334.32,333452.86,
131919.09,334458.44,612108.97,88856.94,70182.09,
266055.28,132667.08,95790.35,7475.76,400170.85,
455390.04,16698.37,593006.8,417771.53,139611.3,
344181.26,46624.51,448173.19,214499.34,388929.2,
273285.01,224181.73,653795.04,70331.11,255319.58,
283798.34,153386.22,323658.48,280429.52,252363.83,
300059.59,227983.41,459576.26,32838.24,38810.55,
428089.18,20491.49,75789.1,397416.93,90268.68,
350923.56,64016.51,82487.46,27448.18,352020.44,
138063.5,164021.89,604683.18,177905.26,184387.95,
177782.52,193457.97,615246.01,62565.25,100357.28,
161985.26,83936.57,188412.43,173803.17,154191.88,
247937.4,421262.11,627471.99,300495.95,284475.15,
432752.73,387178.4,399329.64,111754.8,56348.12,
133443.73,290165.28,336205.18,433119.24,5288.35,
87520.19,180700.75,326864.2,294611.99,204048.97,
385876.61,406617.67,353828.8,61801.07,41065.38,
404742.79,161828.5,107091.01,347735.54,175795.22,
300887.87,196942.06,151538.44,260842.17,334095.59,
208331.33,253200.18,605987.69,265488.54,22282.77,
105312.28,419516.22,391393.68,84904.64,96248.67,
97457.08,118654.83,406384.72,31267.27,241381.9,
447670.54,359868.68,602511.11,241292.33,107840.03,
311544.54,28333.13,173290.95,139072.55,247383.48,
237701.93,388736.49,572381.69,369453.62,131821.93,
173010.41,225422.86,248043.12,296572.07,129983.73,
238862.89,381066.04,504411.48,357839.63,323584.97,
351867.04,67293.51,564594.03,290319.1,330627.47,
157563.17,5186.31,463914.16,20309.96,227041.2,
478452.04,108116.32,547595.41,128300.3,109414.17,
169033.22,418602.14,202414.42,455193.67,44001.89,
368708.87,48518.75,397387.98,59803.08,193567.06,
4340.75,305452.96,626897.34,165597.36,249491.63,
263180.71,63087.06,331034.9,143957.05,197318.3,
470273.63,258868.31,682929.84,22600.57,124083.43,
231020.39,336903.35,628672.16,167712.34,109936.32,
413260.95,295108.88,271827.05,458746.33,258539.07,
2897.37,117976.62,453565.57,188195.23,164669.41,
64136.48,202521.24,362642.31,455102.18,212381.51,
353697.51,13740.73,228175.69,56438.85,175275.14,
486725.78,402439.46,16478.32,395668.32,5345.62,
240758.49,174891.81,254093.92,83221.64,61811.09,
263806.46,381159.24,74785.93,267975.27,307597.21,
441937.21,170488.27,222642.43,237066.75,40671.29,
318300.72,420974.95,386682.46,450302.4,181901.55,
328453.63,333440.5,671029.85,363312.05,164874.31,
431541.82,209706.32,649164.47,89034.51,120957.27,
167314.31,289116.74,372909.3,268208.21,257631.13,
396771.46,293540.14,24325.86,190557.56,201865.83,
37744.37,224603.74,204601.29,37479.7,61191.95,
467995.54,392397.64,353559.26,442218.74,346302.21,
244394.06,428651.83,589965.69,476865.37,4990.58,
415372.1,219415.55,44290.52,169461.92,59273.36,
29485.32,307433.2,363347.0,422487.07,181429.61,
212625.66,79095.87,309222.14,201208.65,210925.73,
362155.42,264379.73,601475.39,180873.59,130013.89,
321021.73,281571.7,672480.37,382158.87,263780.65,
422002.08,276938.4,322748.62,323560.57,277895.44,
292245.22,243057.06,335773.18,140776.18,136997.14,
477822.78,175623.96,272616.65,379344.23,187461.42,
169866.49,414494.23,30361.09,42375.01,212735.81,
357033.06,343756.3,274455.4,355358.95,81440.14,
170340.42,287705.68,2958.28,321800.64,7636.46,
407695.41,77836.62,547441.0,369497.84,261122.06,
347088.84,53730.53,545460.03,88434.08,61241.58,
66147.41,175751.77,630476.39,17375.82,286105.54,
212340.15,306265.65,158544.58,94177.38,398920.31,
35780.61,145644.8,366673.15,389920.33,225703.91,
256241.83,235104.53,14228.99,212161.9,299455.62,
93821.05,370494.18,482445.35,18690.3,154880.76,
171553.08,264110.93,245353.7,61169.26,358071.93,
249351.76,446960.15,645675.89,123853.86,251566.59,
265165.31,306079.58,431856.95,294497.24,182416.43,
168202.48,196041.44,115139.45,24602.01,1658.55,
359567.24,384947.57,25319.3,477490.85,17909.47,
91425.14,207874.29,109861.22,283088.55,354620.66,
152427.7,167301.17,470837.48,138061.58,368800.3,
169343.34,35945.48,313067.39,131896.67,262235.78,
308277.01,217751.66,6242.31,442695.7,13791.72,
353363.95,169006.62,249047.45,120967.69,206041.42,
468461.93,221071.01,230854.64,191035.77,210715.67,
248359.54,425486.19,585414.07,375214.13,295571.93,
397006.59,443584.03,523290.61,478349.35,79204.07,
202794.21,93933.98,21300.05,178230.01,326226.57,
49694.3,190577.35,110515.18,113095.09,282773.7,
301275.33,41921.6,402563.1,3284.97,287227.56,
276312.09,300119.08,131860.16,5272.69,382261.67,
462861.37,7429.55,116637.78,53884.59,23873.14,
418826.0,188622.42,371288.51,316914.24,358688.1,
301773.85,171746.82,324322.81,350430.72,347553.09,
250839.67,418785.76,407276.04,469775.16,286327.05,
281631.94,182283.45,379864.22,108197.76,371406.59,
408565.45,278192.34,569254.32,169595.65,267744.22,
82053.47,47139.04,196609.34,187743.63,380067.32,
34867.17,219551.02,485690.8,160044.39,310577.04,
285452.8,343129.95,391548.35,217261.42,236728.55,
441294.18,423890.52,654488.74,347264.84,26577.21,
445895.46,262219.29,335371.0,8740.96,245761.09,
478254.18,223535.0,506558.87,57515.61,209366.66,
486301.72,136179.58,193773.14,101272.01,141736.81,
395008.41,55274.92,631935.15,110537.18,231111.81,
183525.68,49277.26,592149.13,86543.31,265584.25,
484200.47,103211.31,148741.18,349373.92,219159.6,
422071.14,273910.42,260692.13,463591.76,148664.68,
132729.67,185124.35,251312.86,309551.93,332742.21,
457568.13,301853.28,224586.8,114286.09,186952.9,
269825.32,202073.73,366271.66,293773.85,317635.83,
11879.81,112652.41,245111.15,319966.15,213962.73,
70110.26,274567.46,407715.41,232210.15,110254.33,
257725.38,379522.74,148167.69,474018.32,251697.34,
361490.88,348117.27,612917.87,455840.47,315297.14,
407445.96,413953.78,533003.29,155345.53,323370.55,
345877.49,329614.55,490153.24,345707.56,176977.43,
123669.16,225755.01,444210.68,249314.14,197968.35,
326094.92,46258.39,89292.52,67576.89,324907.62,
93546.71,24219.75,156043.59,407316.35,53311.16,
299529.22,235970.35,61386.23,172423.22,69282.81,
384988.2,176854.22,11750.7,157464.41,208001.97,
101459.34,181124.43,410005.23,102440.49,355678.37,
418994.82,247639.03,352257.11,117134.41,207913.14,
179222.61,264475.6,534520.97,421007.89,324227.19,
411925.22,28883.29,92978.02,307769.7,398720.2,
425649.98,19135.98,278373.37,75420.22,264843.59,
196165.54,199124.04,333646.72,424510.1,379447.12,
188977.73,196043.6,481548.89,200273.22,398081.92,
416246.34,387518.87,123749.68,398641.51,61696.04,
395178.76,46686.96,333986.5,39024.35,394314.73,
356839.99,364692.43,186457.03,157306.53,171327.44,
202055.37,386864.44,678884.72,139155.29,58283.66,
129281.59,413595.57,66174.3,5734.51,273327.53,
4880.74,418581.6,463811.78,151445.9,113900.03,
126516.67,186838.86,302569.11,444022.84,364457.7,
21054.1,15669.9,572723.46,59048.96,8544.53,
17168.46,89694.82,568021.7,75568.25,81584.26,
17067.82,217747.85,35632.08,21703.77,208271.81,
97482.99,445605.02,71560.29,2816.98,401027.31,
108407.02,208368.87,158832.36,287295.19,217426.83,
236152.74,400965.4,56312.13,133338.13,178351.76,
349476.79,375412.31,331166.18,394255.42,339869.92,
353798.67,316712.44,309369.93,457636.59,79576.6,
336108.06,334075.16,440563.26,298829.74,352483.99,
450881.04,279199.86,548148.51,134234.76,41718.08,
259974.8,327222.67,22488.58,395559.5,159911.82,
411135.8,441136.29,195528.38,116193.16,9516.73,
407079.18,212478.9,578061.72,226027.99,243432.57,
391605.11,445745.02,546341.98,407222.1,354093.04,
112030.68,394127.38,381472.12,462089.66,52897.39,
354686.93,322857.54,138347.62,318884.08,361170.62,
402511.5,402173.69,183733.77,367725.25,67871.62,
364283.51,107316.11,654499.93,212083.48,381462.68,
472786.22,240435.6,153830.04,203404.3,306731.54,
341598.77,416301.09,443136.89,197013.64,22646.28,
221910.54,399515.4,375329.49,247236.93,208927.06,
177910.44,173187.7,414077.78,354317.57,65270.95,
395275.4,49414.33,83376.74,135346.94,89092.25,
17181.86,243747.6,602378.72,155410.16,121115.07,
3573.28,215319.31,672340.97,231462.18,392408.82,
255534.3,190780.71,178846.36,294763.95,218878.93,
152789.47,86310.84,178670.04,404037.62,86737.87,
64203.17,76925.97,363357.45,20862.63,330457.29,
368394.26,359282.61,167550.69,118663.17,170641.69,
372319.71,217836.61,390832.68,177994.23,78828.98,
166647.58,443530.91,183309.96,43505.35,305733.01,
115347.01,309423.33,43876.41,130905.95,5298.59,
231003.62,317522.99,531343.37,336277.91,396771.36,
110791.08,334547.91,168737.73,132201.37,169650.1,
464696.36,145998.41,390955.88,406522.75,267994.4,
166371.29,66610.85,253894.29,91928.46,30509.42,
9056.37,256115.36,308539.15,141546.45,362420.66,
386138.48,134000.69,457152.15,172755.32,330710.55,
189898.56,425672.18,90601.39,241872.14,281327.4,
274643.9,38027.41,476749.59,306664.2,194155.76,
187681.67,358875.84,244063.49,82831.37,23068.4,
289029.55,228153.78,232825.03,215748.13,262554.22,
456423.37,315294.17,268703.3,342455.99,13843.67,
338260.47,95576.74,422353.25,318394.98,368694.5,
301481.73,436602.25,469836.93,409730.18,157348.5,
130454.89,326365.04,276513.85,183723.49,321161.14,
35978.87,446069.0,183949.11,37025.61,159096.68,
392528.76,248886.28,427725.99,411095.23,363902.15,
12509.18,226364.89,59041.95,320110.02,53111.19,
403206.0,5118.77,277613.39,155547.43,351677.97,
209189.53,209497.92,589765.58,223316.33,194339.86,
78356.78,57543.48,151662.82,469174.38,241846.38,
131778.51,399628.58,470550.45,25532.52,314951.25,
207184.35,175698.56,172910.05,18289.15,21715.6,
166299.47,253683.91,61942.63,85558.48,274809.55,
188955.02,314631.01,523155.99,146366.58,363063.22,
213391.5,36567.12,610003.09,321878.25,221664.37,
434580.33,3067.86,154190.62,242710.47,348467.74,
8931.8,14905.38,492052.71,471933.65,172872.56,
39097.67,74358.4,467082.77,237261.84,144566.71,
57997.09,61997.63,537944.1,114652.64,280441.24,
161915.4,347925.74,7073.59,273084.89,74152.62,
175335.63,123127.81,489856.37,184578.19,386610.66,
67081.03,18228.8,125740.4,239830.66,360044.85,
9038.8,50126.09,143184.43,31198.2,258866.39,
317831.36,331898.47,367818.19,437433.99,250875.37,
405653.8,194351.4,202506.95,390996.55,291232.4,
31623.34,326688.03,316048.85,196856.4,309303.4,
353642.02,424131.36,384652.25,262443.45,196357.03,
41206.14,216618.01,569127.51,195155.58,94362.08,
486926.45,171300.62,454967.03,316552.57,250336.68,
419883.94,433397.9,33679.07,350359.89,53409.82,
462520.64,370958.0,214934.58,266269.88,198089.52,
420702.42,172114.1,585428.76,325683.81,141349.42,
339210.25,321844.76,29315.88,477504.77,315146.08,
193157.59,363907.33,151276.05,142477.65,86377.92,
424945.04,94960.01,373173.37,360346.15,83043.15,
5821.75,306335.43,681106.93,129905.25,98929.36,
212924.3,57941.63,206661.5,428369.12,183712.15,
167191.67,108558.69,312620.61,35440.45,386501.33,
275064.91,341985.74,641044.93,399930.81,215278.46,
438094.29,152856.28,624044.32,314244.33,119385.74,
284685.99,30141.05,36303.04,247608.17,66208.33,
29176.33,376880.56,381910.05,318617.72,339065.15,
367434.49,205095.26,459444.19,214676.01,114573.96,
154056.44,190362.2,497358.25,265285.25,209828.66,
93231.9,98297.35,293046.02,92379.12,102371.61,
183314.53,272882.83,611727.4,466477.18,387641.16,
313886.75,181791.16,90699.9,442965.17,102434.66,
123671.79,282648.63,339630.14,448553.37,344481.66,
132329.66,385908.57,588722.96,361660.26,360178.16,
381122.15,53896.41,104920.65,458632.15,392384.0,
308671.42,393007.53,432095.68,473695.12,111886.01,
443514.01,65595.21,264945.51,425338.58,21899.7,
170259.6,203627.13,216728.06,332671.06,265493.58,
98023.01,327956.06,557078.18,340313.67,271854.82,
212237.19,39125.18,377370.47,423020.94,62011.79,
236750.28,367224.7,352828.39,159555.54,71401.44,
104647.57,422906.14,315651.24,178612.64,327054.51,
143989.59,41223.77,483002.73,287495.18,307743.44,
186889.19,243701.49,135201.17,453341.78,33568.14,
213742.92,327579.75,553197.34,153823.87,53501.16,
99227.3,130689.53,480782.06,9930.67,244404.72,
410455.85,34500.97,601440.33,357206.13,31019.68,
51716.23,265573.45,255323.67,447852.35,53539.0,
351484.77,228508.89,664379.41,358648.55,120896.76,
216328.19,175924.04,618855.66,248739.58,107987.16,
94512.35,431534.07,275771.51,336562.35,145342.76,
370153.82,104770.56,129944.32,50534.16,363813.39,
188442.06,411434.04,271756.03,2241.42,277557.48,
124979.0,156926.01,521312.3,39508.59,44798.66,
361854.09,311484.15,238584.75,173077.94,7179.93,
30796.42,122735.58,286862.95,449825.21,360428.24,
299230.83,430909.18,527073.18,363266.87,61787.39,
477979.23,365275.89,473626.83,3781.2,269720.69,
135756.87,381062.03,314197.48,195315.45,311042.1,
164575.11,33997.11,255052.51,251074.36,198153.74,
74993.87,262108.37,20837.73,452456.91,397543.53,
415504.76,401634.55,391261.46,68070.75,161613.68,
150708.91,220659.87,463246.38,235990.56,195481.86,
231122.87,175263.49,109673.84,406203.51,15787.74,
427217.63,182584.12,391137.09,118823.79,396964.81,
243420.7,285324.0,309964.29,203901.43,156550.35,
79617.66,290795.16,206254.89,337800.7,44331.43,
117014.42,371104.43,470030.44,146773.86,243105.35,
305677.62,369719.98,653073.53,190560.73,240907.05,
280083.07,213319.5,228300.58,27564.67,44740.55,
315207.44,243463.87,569252.98,372441.61,284597.28,
136529.68,164765.03,397137.84,435145.39,91328.17,
349186.59,214284.42,427735.05,61456.41,14962.25,
10542.02,146469.6,114967.02,41490.87,378164.4,
415431.24,241071.33,150368.73,86917.65,168968.73,
204730.03,176281.72,270894.85,194337.14,74118.88,
167024.12,378427.96,327082.87,379636.23,117801.41,
31315.57,19442.57,77601.4,368474.19,172150.59,
218165.93,214973.09,38184.76,21603.72,140104.01,
278097.77,446004.41,364145.21,202200.71,340893.69,
255330.18,398963.36,421238.96,221648.91,224126.15,
265663.89,187174.85,239732.11,209465.89,147563.74,
359798.38,172991.22,303267.83,167567.86,374703.66,
