H2,CH4,C2H2,C2H4,C2H6,Fault
25.4,212.4,31.5,957.0,0.0,D2
120.45,2000.0,179851.0,182.04,634.0,D1
3.82,1000.0,12.0,2.7,885.7,PD
650.0,171.05,85.0,369165.0,187.0,D2
8800.0,81.0,72128.0,440.0,4456.0,D2
41.0,2227.0,2.7,4200.0,9.0,T3
245.0,120.0,218083.0,3500.0,490.0,D1
3700.0,300.0,12.8,49.0,0.96,PD
14.0,50.0,4.0,10.0,0.0,D1
300.0,50.6,298.0,131.0,0.0,D2
86.0,81.0,244.0,6040.0,40.0,T3
1900.0,111.9,128.0,305712.0,0.0,D1
2238.0,400.0,33.0,132.0,250.0,D2
45.0,269710.0,4790.0,187.3,7.0,T3
45.0,135.0,221.0,131.0,330.0,D1
5760.0,10.0,0.0,530.0,19.4,T3
9750.0,1115.0,4.49,13440.0,1560.0,NF
44.6,212.4,1600.0,9.4,0.2,D1
20000.0,58.96,3.0,131.0,1760.0,NF
8800.0,131.42,47.2,91.6,133.6,T3
20.0,345.0,8.0,1.2,29.0,D2
4966.14,175.21,28.0,3500.0,10400.0,PD
9.0,10.13,1230.0,66.0,7.3,D2
75.5,100.0,17.0,266.0,34.0,T3
290.0,30.2,0.0,1210.0,333624.0,NF
543.0,1075.0,21.05,4620.0,0.6,D1
3090.0,185.0,49.0,4776.0,6.0,NF
195.9,18342.0,355.0,260.0,40.0,D1
6454.0,340.0,167.0,14.0,3.74,T3
1585.0,700.0,8.97,464427.0,333624.0,PD
890.0,130.0,1.0,3.0,19.0,D2
34.0,1069.0,41.0,692.0,4536.0,D2
33046.0,410.2,3.1,1560.0,13.0,NF
36036.0,940.0,37565.0,2810.0,0.0,D2
1027.0,1430.0,1.0,4.0,129.0,D2
390.0,285.0,1760.0,2000.0,15800.0,T1
530.0,59.9,0.27,49.0,259.0,NF
45.8,58.96,54.0,181.0,490.0,T1T2
1270.0,345.0,34.0,12.0,700.0,D1
440.0,7.88,634.0,13440.0,0.0,PD
260.0,3600.0,20.0,449264.0,8.0,D1
605.0,744.0,70.0,1000.0,45482.0,D2
1790.0,1500.0,9.0,169.0,7.0,D1
0.0,41.9,600.0,2.0,35.0,NF
1270.0,706.0,0.0,6.0,3.23,D1
120.0,12.0,655.0,170.0,35.0,T1
110.0,25.5,9.0,84.0,2025.0,T2
1900.0,3.7,683643.0,448.0,6.16,D2
100.0,695.16,0.68,2394.3,58.0,D1
535.0,4880.0,2.0,1780.0,129.0,PD
219.0,271385.0,6.0,8.21,54.0,T3
3910.0,285.0,318.0,406.4,8.0,PD
0.0,7.93,27.14,383.0,2.0,NF
11.0,619.0,647129.0,1987.0,816.0,T3
3930.0,1740.0,57000.0,33.14,25.1,D2
28.97,86.0,1560.0,697.0,6.0,T3
1570.0,120.0,1.0,66.0,15.33,D1
31.0,18.0,41.0,11.0,8.0,D2
128.0,3240.0,2121.0,3.2,318.0,D1
2118.0,3240.0,29990.0,9.0,2.0,D2
9619.0,1200.0,18.0,900.0,20.0,NF
12.0,3.9,2300.0,85.0,19.0,D2
4566.0,345.0,49.0,777.0,4.5,T2
2.369,24.45,22.0,3.0,5.4,T3
22400.0,1049.0,3.91,222.0,3.97,NF
2366.0,21.0,45.0,6685.0,36.2,T3
1084.0,160.0,250.0,6990.0,28.5,T1
1100.0,200.0,19.4,7330.0,1.0,T3
224.0,15.7,9.37,403.0,11.0,D1
676.74,185.0,27.14,0.0,198.0,NF
137.0,65.58,45.21,957.0,28.0,T2
131.7,419.0,2.48,27.0,3.37,NF
308142.0,44.0,3.94,26.0,259.0,NF
101.72,124.0,6.4,580.0,0.0,D2
14.0,860.0,38.0,2.0,6303.0,T1
2373.0,30.0,128.0,570.0,3.38,D2
1950.0,48.0,4410.0,3.0,12.0,T3
30.1,22.0,10.0,670.0,0.0,NF
960.0,1586.0,2.0,7.0,1880.0,D1
45.0,58.0,113.0,144747.0,705.0,T1T2
1330.0,1500.0,61.32,20.1,345.0,D1
65.2,11.57,67.0,5450.0,27.0,D2
156.0,157.0,16.4,260.0,101.0,NF
13.0,44.0,7.0,14.0,4343.0,NF
0.0,170.0,4.7,3000.0,27.72,D1
1330.0,108.92,35.0,10700.0,30.0,NF
1.6,100.0,7.0,222.0,5830.0,D2
135.65,148.0,25.0,697.0,21.0,D1
2423.0,2740.0,9.0,305712.0,18.2,D1
46.0,2397.0,540711.0,422.0,19.0,T3
530.0,34.6,2511.0,4510.0,3.0,D1
7613.0,4.0,13.0,5150.0,20.0,T3
4.0,230.0,4.7,170.0,6.16,D1
305.0,77.0,11.0,2.0,4.0,NF
41.0,5399.0,157.0,540.0,4.5,D1
388.0,2000.0,30.0,53.0,8.3,D2
7940.0,38.0,0.0,110.0,13.0,D2
2240.0,1500.0,10.0,16.36,2.0,PD
88.0,940.0,0.0,4.0,157.0,D1
1230.0,24.0,7.3,170.0,17.48,NF
5760.0,43.0,2025.0,817.3,1290.0,NF
0.0,6730.0,8.0,55.0,500.0,T3
63.0,64064.0,29990.0,249.8,198.5,D1
28.97,619.0,18.0,26.0,96.9,D2
480.0,30.2,670.0,4751.0,54.0,PD
1330.0,690.0,217.0,530.0,13.0,D2
1651.0,998.0,9.0,41.3,25.0,PD
145.88,2000.0,33.0,161.0,220.0,D2
4.0,20.0,9.0,200.0,0.98,T1
480.0,20.0,20.2,196.0,19.4,NF
20.0,20.61,3.1,43.0,31.0,NF
10092.0,15.7,13.0,187.3,0.0,D2
107.0,120.0,3.0,3.0,4456.0,D1
1900.0,94.0,18.1,120.0,0.0,D1
230.0,47.0,231.6,2010.0,0.0,NF
4.1,19.1,0.2,68.6,325.0,D2
33046.0,50.6,207.0,614.1,6.0,T1
440.0,8.5,1560.0,1210.0,49.0,D2
755.0,160.0,231.0,365.0,104.0,D2
305.0,48.0,760.0,53.0,1.6,T3
6600.0,271385.0,6432.0,900.0,2025.0,T1
7911.85,560.0,619.0,7.0,0.56,D2
156.0,1500.0,13.0,1330.0,259.0,NF
165.62,34.7,2511.0,181.0,239.0,D2
71.6,6730.0,8.0,45.0,7.0,T2
2177.0,4000.0,90.0,1.4,30.0,D2
44.6,1690.0,1.0,712.0,541.0,NF
37800.0,160.0,540711.0,13500.0,1.59,D1
2443.0,90.0,40.0,11.0,0.0,T3
810.0,1850.0,221.0,614.1,3.87,D2
60.0,2227.0,600.0,132.2,36.2,NF
1084.0,64064.0,3600.0,1810.0,304.0,T3
362.0,15.0,0.46,98.03,15.33,D2
33.66,17.26,4410.0,6.0,169.0,D1
210.0,400.0,3270.0,670.0,0.0,D2
26788.0,60.0,26.0,6.0,8.0,D2
2177.0,20.01,1.64,2.0,7.0,D1
529.75,995.0,318.0,1000.0,32.0,D1
9823.0,1586.0,2572.0,8.0,138.0,D1
1550.0,121.3,2511.0,90.0,13.0,T3
0.0,163.0,24.0,0.9,150.0,T1
60.0,3.0,9.0,278.18,757.0,T3
549.0,976.0,3.3,2.7,3.87,D2
2285.0,750.0,2572.0,153.0,5.0,NF
1550.0,1260.0,1.88,137.25,83.0,D1
316.0,1.0,25.0,49.0,110.0,D2
10092.0,54.97,600.0,7020.0,1100.0,D1
99.0,1586.0,221.0,33.14,182.0,T1
13.0,966.0,218083.0,489.57,38.0,D2
1790.0,405.0,318.0,336.0,7.3,D1
2850.0,0.0,38.0,336.0,27.72,D1
1550.0,26.1,355.0,29000.0,45.0,T1
99.0,395.0,9.0,8.0,47.0,D1
68.0,1.0,14.9,21.0,400.0,NF
2850.0,3.9,9.0,153.0,208.0,NF
37800.0,102.6,1180.0,980.0,0.0,D1
14.0,5020.0,231.0,2159.0,33.0,D1
22400.0,554.2,3600.0,51.0,176.0,D2
0.0,34.6,3.0,9.4,36.0,NF
22.5,1028.0,37.0,1.8,45.0,D1
36036.0,21.53,1100.0,4510.0,41.0,D2
1000.0,6.6,29990.0,600.0,5.6,D1
47.6,44.0,39.0,1140.0,250.0,T3
3910.0,18.9,2.0,153.0,36.2,NF
305.0,3.0,1560.0,317.0,0.0,D1
206.0,175.21,27.14,1210.0,8.0,T1
860.0,1.0,21.0,820.0,58.0,NF
137.0,660.0,0.46,4.1,250.0,D1
1500.0,8.5,94.1,193.6,554.0,NF
1651.0,1670.0,30.0,365.0,46.1,D2
34.0,21.0,3.94,404.0,0.0,T2
84.0,395.0,35.9,0.13,239282.0,D2
180.0,700.0,570.57,4258.0,2.0,T2
625.0,3790.0,2.48,66.0,20.0,D2
143.8,90.0,299.0,6.96,5830.0,NF
8800.0,3450.0,0.1,580.0,0.0,D1
90.0,24.45,1740.0,400.0,220.0,NF
1000.0,64064.0,190.0,36.45,250.0,D1
90.0,285.0,321.0,29000.0,35.0,D1
89.0,2990.0,6.0,900.0,4266.0,T3
1.96,160.0,36.0,2050.0,97.0,D2
6709.0,59.9,2.7,10.0,4303.0,D1
87.0,21.53,800.0,2.6,1570.0,D1
78.0,3.0,94.1,570.0,5.61,D2
300.0,2227.0,14.9,40.0,72128.0,D2
529.75,2313.0,9.0,4620.0,318.0,D2
9439.0,405.0,35.0,2.0,0.0,D1
2373.0,75.0,11.6,170.0,26.0,D2
40000.0,3.9,100.0,335279.0,0.0,D2
645.0,405.0,1.0,37.3,2.0,D2
46.0,108.0,11.0,23.0,0.0,D2
138560.0,20.0,3675.0,144747.0,816.0,D2
14.0,1061.0,22.7,411.0,7.0,D1
3700.0,4000.0,28.9,1.02,0.0,T3
7600.0,1000.0,16.0,4620.0,219.0,D1
245.0,160.0,38.57,16.36,25.0,D1
0.0,1110.0,5.0,600.0,8.0,NF
20.37,100.0,18.0,4.0,0.0,D2
33046.0,1.0,0.5,8.13,40.0,NF
97.0,160.0,14.2,6973.0,47.0,NF
30.1,30.2,8.97,449264.0,8.0,T2
2587.0,22.0,37565.0,120.0,62.8,T3
1170.0,3564.0,6.0,707.0,0.0,D1
24.3,400.0,24.0,907.19,4008.0,NF
26788.0,2740.0,157.0,56.9,34.6,D2
290.0,2000.0,2511.0,6242.0,5.2,D2
3675.0,10.0,3.91,46.92,875.0,PD
6709.0,5.2,37565.0,2.0,5188.0,PD
207.6,619.0,7.0,93.0,4844.48,D1
111.0,48.0,97.0,4510.0,7.0,D2
156.0,998.0,190.0,3500.0,250.0,D1
600.0,21.53,9.0,400.0,34.0,T1
11.0,719.0,0.0,4.0,4536.0,D1
139.0,735.0,619.0,404.0,490.0,T3
84.0,160.0,39.0,4776.0,0.0,T3
7940.0,60.0,0.0,53.0,138.0,D2
2587.0,34.0,26.0,2.64,757.0,T1
390.0,86.0,1740.0,153.0,30.0,T1
522.2,1600.0,8.0,90.0,1.01,NF
143.2,15.0,535231.0,404.0,259.0,T3
7150.0,21.0,159.0,131.0,1.0,D1
1100.0,120.0,94.0,52.68,8000.0,NF
650.0,1600.0,22.0,74.85,145.0,NF
21.0,10.0,750.0,0.0,2.0,NF
1585.0,20.61,79.0,108.0,6.0,D1
9619.0,85.0,8.0,403.0,1.59,T3
207.6,124.0,2.0,41.0,20.0,NF
2850.0,360.0,101.0,4.0,190.0,NF
220.0,48.82,11.0,570.0,0.21,D1
2240.0,7.01,277.0,66.0,434.0,NF
362425.0,15.0,16.0,360327.0,680.0,D2
1500.0,1000.0,7.3,92.5,121.0,T1
1100.0,18342.0,118.0,1810.0,67.0,T3
1450.0,81.0,600.0,4620.0,259.0,T3
16000.0,2227.0,70.0,1200.0,0.0,T3
1230.0,44.0,16.0,826.65,0.0,D1
475.3,3240.0,218083.0,148.69,8.0,T3
24700.0,540.0,1560.0,10.0,6.0,NF
135.88,130.0,6.58,122.5,182.0,T3
810.0,5399.0,52.48,1901.0,333624.0,T1
28.97,48.0,145.2,68.6,39.0,T1
24700.0,230.0,36.0,449264.0,4303.0,T3
650.0,61000.0,5390.0,5.5,49.6,T1
1900.0,120.0,1.0,54.0,56.0,T2
65.0,65.58,664.0,8.0,36.0,T1
2238.0,12.0,175.0,56.88,4040.0,D1
111.0,31.0,4.21,335279.0,244.0,T1T2
3420.0,458.8,8.0,1210.0,49.6,NF
48.0,1850.0,159.0,820.0,10400.0,D1
620.0,10.0,35.0,84.0,0.0,NF
210.0,81.0,7.0,383.0,91.29,T3
96.0,120.0,130.0,14.0,0.0,T3
1642.0,7.93,90.0,1140.0,0.0,D1
2118.0,17.26,118.0,260.0,1400.0,D1
57.0,580.0,13.0,305.0,250.0,D1
25.4,41.9,0.0,41.0,31.1,PD
4395.0,71.93,74.7,312.0,0.0,D2
1900.0,160.0,22.7,447061.0,38.7,D1
1.0,4880.0,8.0,276.0,18.0,D1
45.0,3790.0,218083.0,304.0,15800.0,D1
236.0,240.95,9.0,190.0,0.0,PD
6.0,10200.0,0.0,336.0,12.0,T3
1100.0,442.0,3.0,0.67,4443.0,D1
4419.0,5.2,4.1,411.0,0.0,D1
34.76,49.0,38.0,33.0,5.2,D2
645.0,735.0,692.0,5.5,465.0,NF
36036.0,5.2,1880.0,464427.0,4266.0,D1
1900.0,22.0,36.0,89.0,19.0,D2
1000.0,695.16,380.0,7.0,336625.0,T3
421.0,6.61,2511.0,20.1,318.0,T3
33046.0,180.83,440.0,0.0,6303.0,D2
165.62,52.2,6432.0,4620.0,67.0,D2
1570.0,27.0,34.0,1839.0,0.0,PD
3910.0,80.2,318.0,34.02,0.9,PD
12705.0,11.57,0.1,93.0,16.73,T1
310.0,160.0,250.0,276.0,2.0,T2
3675.0,20.01,35.0,459335.0,3.87,D2
4.1,130.55,45.24,39.0,0.0,T3
4230.0,22.0,2540.0,190.0,90.0,D1
0.0,35.0,24.0,202.9,35.0,T1
7487.0,25.0,321.0,4.7,170.0,D2
7940.0,212.4,12.8,403.0,0.0,D1
1570.0,1061.0,38.0,52.0,259.0,T2
1950.0,37.3,22.7,53.0,111.0,T1
98.0,26.1,245667.0,530.0,5.36,D1
85.87,1120.0,240.0,13.5,0.0,D1
2443.0,24.45,96.93,422.0,5390.0,D1
305.0,50.6,35.0,395.0,6303.0,D1
36036.0,1430.0,269.5,6.0,2111.0,D1
24.3,18.0,231.6,540.0,2.0,PD
2770.0,7870.0,2.0,161.0,7.0,NF
60.0,700.0,669150.0,692.0,129.0,D2
8800.0,3.0,18.1,2483.26,34.6,NF
245.0,160.0,500.0,2.0,85.0,PD
292.58,260366.0,32.6,16.92,40.0,D1
87.17,325.0,38.57,1.0,2025.0,D1
4419.0,50.0,218083.0,411.0,0.0,D2
2456.0,6110.0,0.0,254.0,94.0,D1
33046.0,2000.0,44.2,2050.0,634.0,T2
1.0,34.6,56.0,10.0,35.0,T1
200.0,230.0,1830.0,39.0,189531.0,D2
84.0,419.0,60.0,2.0,233.0,D2
14.2,30.2,125.22,271.0,816.0,T3
50.0,754.0,0.0,1.02,1.6,D1
31.0,1260.0,85.0,110.0,4.0,NF
120.0,530.0,62.0,1.8,7.0,NF
755.0,38.0,10.0,34257.0,2605.0,T2
48.0,817.0,7045.0,2810.0,13.0,T1T2
6709.0,37.3,2540.0,530.0,2.0,T3
650.0,102.6,11.0,40.54,109.0,NF
60.0,110.0,2000.0,99.13,145.0,T3
2850.0,27.0,212.0,570.0,25.0,D1
224.0,7870.0,0.66,3000.0,12.0,D2
810.0,20.0,10.0,342233.0,828.0,D2
120.0,21.0,25.0,30.0,12.0,NF
676.74,148.0,545454.0,4.0,541.0,D1
102.0,22.0,18.6,7.0,38.0,D1
37.0,671.0,94.1,112.0,0.32,PD
50.35,690.0,231.6,610.0,56.0,D2
73.8,86.0,7.13,95650.0,15.86,D1
4966.14,5020.0,10.0,570.0,769.0,PD
4419.0,13000.0,16.0,335279.0,0.21,T1
1.0,38.39,2.5,980.0,4.0,T1
308142.0,94.0,1560.0,285.39,13.53,D1
107.0,20.0,500.0,1.0,0.2,D2
487297.0,450.0,668.0,422.0,4284.0,D1
545.0,24.0,1300.0,1210.0,7.0,D2
24700.0,410.2,20.0,464427.0,2.0,D2
5.48,788.0,8.97,1.2,816.0,D1
755.0,10200.0,317.0,17700.0,0.9,D1
290.0,860.0,541.0,66.0,1180.0,D2
2850.0,22.0,70.0,1700.0,1500.0,D1
5000.0,18342.0,35.0,4.7,0.1,D2
14.0,706.0,3.3,1.28,8.0,D1
755.0,18342.0,7045.0,43.0,0.1,D2
305.0,15.0,20.2,27.0,1600.0,D1
441916.0,1230.0,4.21,6788.0,318.0,D2
26788.0,31.0,7.0,1.45,0.0,D2
1027.0,1430.0,145.2,39.0,0.0,NF
73.0,4880.0,1.0,5.06,700.0,D2
9693.0,660.0,10.0,266.0,45.0,NF
6709.0,706.0,234.0,4200.0,0.0,D1
305.0,49.0,16.0,8.21,940.0,D1
117.0,21.0,2.48,2810.0,33.0,D2
28.97,63.2,56.0,42100.0,3.37,D2
4395.0,17.1,96.93,60.0,34.0,D1
388824.0,138072.0,3393.0,709.0,0.0,D1
549.0,223.6,39.0,89.0,1.0,D1
7150.0,7.01,769.0,140.0,0.0,D2
900.0,5.8,277.0,1560.0,2.0,D2
57.0,10.0,49.0,820.0,0.3,D2
135.88,110.0,18.1,4.0,34.6,PD
2366.0,64064.0,72128.0,85.0,9.51,D2
600.0,80.0,3.1,4510.0,7.0,D1
120.0,20.0,9.0,7.0,1740.0,PD
5100.0,1069.0,24.0,46.92,233.0,D2
2500.0,120.0,87.0,365.0,1.1,PD
388.0,160.0,0.27,395.0,62.8,T3
2177.0,3.0,45.24,27.0,1.6,D1
92600.0,340.0,26.0,464427.0,226.0,T3
40280.0,4637.0,2511.0,80.8,256989.0,T3
