H2,CH4,C2H2,C2H4,C2H6,Fault
5000.0,1200.0,1100.0,1000.0,83.0,D2
10000.0,6730.0,10400.0,7330.0,345.0,D2
1570.0,735.0,1740.0,1330.0,87.0,D2
8800.0,64064.0,0.0,95650.0,72128.0,T3
6709.0,10500.0,750.0,17700.0,1400.0,T3
1100.0,1600.0,26.0,2010.0,221.0,T3
290.0,966.0,57.0,1810.0,299.0,T3
2500.0,10500.0,6.0,13500.0,4790.0,T3
1860.0,4980.0,1600.0,10700.0,0.0,T3
860.0,1670.0,40.0,2050.0,30.0,T3
150.0,22.0,11.0,60.0,9.0,T3
400.0,940.0,24.0,820.0,210.0,T3
6.0,2990.0,67.0,26076.0,29990.0,T3
100.0,200.0,11.0,670.0,110.0,T3
290.0,1260.0,8.0,820.0,231.0,T3
1550.0,2740.0,184.0,5450.0,816.0,T3
3910.0,4290.0,1230.0,6040.0,626.0,T3
12705.0,23498.0,5188.0,34257.0,6047.0,T3
1.0,8.0,6.0,100.0,8.0,T3
300.0,700.0,36.0,1700.0,280.0,T3
107.0,143.0,2.0,222.0,34.0,T3
1.0,27.0,1.0,4.0,49.0,T1
24700.0,61000.0,1560.0,1290.0,15800.0,T1T2
14.0,44.0,1.0,7.0,124.0,T1
480.0,1075.0,0.0,1132.0,298.0,T2
40000.0,400.0,6.0,600.0,700.0,T2
3930.0,2397.0,157.0,0.0,0.0,PD
37800.0,1740.0,249.0,8.0,8.0,PD
8266.0,1061.0,22.0,0.0,0.0,PD
9340.0,995.0,60.0,6.0,7.0,PD
36036.0,4704.0,554.0,5.0,10.0,PD
33046.0,619.0,58.0,2.0,0.0,PD
40280.0,1069.0,1060.0,1.0,1.0,PD
26788.0,18342.0,2111.0,27.0,0.0,PD
78.0,20.0,11.0,13.0,28.0,D1
305.0,100.0,33.0,161.0,541.0,D1
35.0,6.0,3.0,26.0,482.0,D1
543.0,120.0,41.0,411.0,1880.0,D1
1230.0,163.0,27.0,233.0,692.0,D1
645.0,86.0,13.0,110.0,317.0,D1
95.0,10.0,0.0,11.0,39.0,D1
6870.0,1028.0,79.0,900.0,5500.0,D1
10092.0,5399.0,530.0,6500.0,37565.0,D1
650.0,81.0,170.0,51.0,270.0,D1
210.0,22.0,6.0,6.0,7.0,D1
385.0,60.0,8.0,53.0,159.0,D1
4230.0,690.0,5.0,196.0,1180.0,D1
7600.0,1230.0,318.0,836.0,1560.0,D1
595.0,80.0,9.0,89.0,244.0,D1
120.0,25.0,1.0,8.0,40.0,D1
8.0,0.0,0.0,43.0,101.0,D1
6454.0,2313.0,121.0,2159.0,6432.0,D1
2177.0,1049.0,207.0,440.0,705.0,D1
1790.0,580.0,321.0,336.0,619.0,D1
1330.0,10.0,20.0,66.0,182.0,D1
4.0,1.0,2.0,7.0,52.0,D1
1900.0,285.0,31.0,957.0,7730.0,D1
57.0,24.0,2.0,27.0,30.0,D1
1000.0,500.0,1.0,400.0,500.0,D1
440.0,89.0,19.0,304.0,757.0,D2
210.0,43.0,12.0,102.0,187.0,D2
2850.0,1115.0,138.0,1987.0,3675.0,D2
7020.0,1850.0,0.0,2960.0,4410.0,D2
545.0,130.0,16.0,153.0,239.0,D2
7150.0,1440.0,97.0,1210.0,1760.0,D2
620.0,325.0,38.0,181.0,244.0,D2
120.0,31.0,0.0,66.0,94.0,D2
755.0,229.0,32.0,404.0,460.0,D2
5100.0,1430.0,0.0,1140.0,1010.0,D2
13500.0,6110.0,212.0,4510.0,4040.0,D2
1570.0,1110.0,175.0,1780.0,1830.0,D2
3090.0,5020.0,323.0,3800.0,2540.0,D2
1820.0,405.0,35.0,365.0,634.0,D2
535.0,160.0,16.0,305.0,680.0,D2
13.0,3.0,1.0,3.0,6.0,D2
137.0,67.0,7.0,53.0,104.0,D2
1084.0,188.0,8.0,166.0,769.0,D2
34.0,21.0,4.0,49.0,56.0,D2
7940.0,2000.0,355.0,3120.0,5390.0,D2
150.0,130.0,9.0,55.0,30.0,D2
8200.0,3790.0,250.0,4620.0,5830.0,D2
260.0,215.0,35.0,334.0,277.0,D2
75.0,15.0,7.0,14.0,26.0,D2
530.0,345.0,85.0,266.0,250.0,D2
60.0,5.0,2.0,21.0,21.0,D2
90.0,28.0,8.0,31.0,32.0,D2
220.0,77.0,22.0,170.0,240.0,D2
5900.0,1500.0,68.0,1200.0,2300.0,D2
420.0,250.0,41.0,530.0,800.0,D2
2800.0,2800.0,234.0,3500.0,3600.0,D2
99.0,170.0,20.0,200.0,190.0,D2
310.0,230.0,54.0,610.0,760.0,D2
800.0,160.0,23.0,260.0,600.0,D2
1500.0,395.0,28.0,395.0,323.0,D2
20000.0,13000.0,1850.0,29000.0,57000.0,D2
305.0,85.0,25.0,197.0,130.0,D2
1900.0,530.0,35.0,383.0,434.0,D2
110.0,62.0,90.0,140.0,250.0,D2
3700.0,1690.0,128.0,2810.0,3270.0,D2
2770.0,660.0,54.0,712.0,763.0,D2
245.0,120.0,18.0,131.0,167.0,D2
1170.0,255.0,18.0,312.0,325.0,D2
4419.0,3564.0,668.0,2861.0,2025.0,D2
810.0,280.0,111.0,570.0,490.0,D2
5000.0,1200.0,83.0,1000.0,1100.0,D2
10000.0,6730.0,345.0,7330.0,10400.0,D2
1570.0,735.0,87.0,1330.0,1740.0,D2
8800.0,64064.0,72128.0,95650.0,0.0,T3
6709.0,10500.0,1400.0,17700.0,750.0,T3
1100.0,1600.0,221.0,2010.0,26.0,T3
290.0,966.0,299.0,1810.0,57.0,T3
2500.0,10500.0,4790.0,13500.0,6.0,T3
1860.0,4980.0,0.0,10700.0,1600.0,T3
860.0,1670.0,30.0,2050.0,40.0,T3
150.0,22.0,9.0,60.0,11.0,T3
400.0,940.0,210.0,820.0,24.0,T3
6.0,2990.0,29990.0,26076.0,67.0,T3
100.0,200.0,110.0,670.0,11.0,T3
290.0,1260.0,231.0,820.0,8.0,T3
1550.0,2740.0,816.0,5450.0,184.0,T3
3910.0,4290.0,626.0,6040.0,1230.0,T3
12705.0,23498.0,6047.0,34257.0,5188.0,T3
1.0,8.0,8.0,100.0,6.0,T3
300.0,700.0,280.0,1700.0,36.0,T3
107.0,143.0,34.0,222.0,2.0,T3
54.54,71.93,9.72,97.37,6.58,T3
116.17,180.83,52.48,278.18,5.36,T3
5760.0,540.0,40.5,1000.0,2760.0,D2
50.18,171.12,74.7,148.69,0.0,T2
20.0,80.2,24.6,68.6,0.0,T2
28.97,10.94,1.64,6.96,4.36,T3
15.9,55.98,22.33,137.25,0.21,T3
47.6,19.1,4.21,27.0,0.72,T1
40.0,102.6,32.3,183.3,0.2,D2
50.35,65.58,21.05,99.13,0.96,T3
2.369,119.69,21.891,20.15,0.0,T1
120.45,210.91,35.7,285.39,15.86,T3
87.17,17.26,3.94,12.87,32.81,D1
5.48,48.82,96.81,489.57,0.3,T3
605.0,1586.0,655.0,1901.0,2.3,T3
1.96,2.1,0.5,0.67,1.59,D1
462.0,212.4,31.6,0.0,0.0,PD
25.4,54.97,8.72,77.84,10.47,T3
131.7,116.55,19.4,183.97,0.32,T3
7911.85,947.43,96.93,907.19,4844.48,D1
21.0,2.01,0.46,1.48,5.61,D1
676.74,969.55,570.57,2483.26,17.48,T3
7238.97,695.16,231.6,2394.3,2308.92,D2
101.5,24.45,8.97,128.37,0.0,T3
73.8,148.0,38.9,181.0,1.76,T3
34.76,5.52,2.09,4.97,10.36,D1
18.19,21.99,6.58,46.92,3.97,T3
1.6,1.0,0.1,0.9,1.6,D1
22400.0,22400.0,2690.0,13440.0,1570.0,T3
670.0,224.0,45.0,67.0,2.0,T2
224.0,4.5,2.0,0.0,0.0,T1
900.0,9180.0,0.0,900.0,22.0,T1
0.0,224.0,0.0,45.0,0.0,T1
470.0,4637.0,1300.0,448.0,0.0,T1
65.0,20.0,10.0,5.0,0.0,T1
53.0,39.0,3.0,4.5,0.0,T1
219.0,44.0,3.0,3.0,0.0,T1
37.0,47.0,10.0,5.5,0.0,T1
34.0,30.0,34.0,2.5,0.0,T1
14.0,62.0,16.0,3.0,0.0,T1
65.0,34.0,16.0,112.0,0.0,T3
0.7,1.5,0.3,1.8,0.0,T2
0.0,0.2,0.1,0.13,0.0,T2
48.0,40.0,11.0,0.5,0.0,T1
130.0,140.0,24.0,120.0,0.0,T1
86.0,8.0,2.5,2.5,0.0,T1
6.0,3.0,0.8,0.7,0.0,T1
50.0,3.0,1.0,0.0,0.0,T1
55.0,22.0,0.5,2.6,0.0,T1
78.0,66.0,62.0,2.6,0.0,T1
1600.0,3600.0,670.0,14.0,0.0,PD
6600.0,1000.0,38.0,2.0,19.0,PD
88.0,9.0,0.0,0.03,0.0,PD
2240.0,168.0,25.0,0.0,0.0,PD
1950.0,123.0,38.0,2.0,2.0,PD
2240.0,157.0,90.0,45.0,45.0,PD
73.0,8.0,4.0,2.0,12.0,D1
5000.0,4000.0,2000.0,2000.0,8000.0,D1
24.3,15.7,6.4,11.2,29.8,D1
2240.0,360.0,25.0,169.0,828.0,D1
4480.0,560.0,380.0,403.0,896.0,D1
2240.0,560.0,380.0,450.0,940.0,D1
200.0,230.0,2.0,170.0,480.0,D1
60.0,5.0,1.0,6.0,29.0,D1
890.0,110.0,3.0,84.0,700.0,D1
41.0,112.0,0.0,254.0,4536.0,D1
16000.0,4000.0,500.0,8500.0,16000.0,D2
21.0,75.0,24.0,126.0,0.0,T3
111.0,559.0,243.0,707.0,0.0,T2
23.0,59.9,18.6,56.9,0.1,T2
740.0,2227.0,567.0,4258.0,42.0,T3
388.0,860.0,230.0,1833.0,18.3,T3
84.0,126.0,28.9,132.2,0.37,T2
362.0,533.0,91.0,553.0,10.0,T2
103.0,221.7,47.2,422.0,0.9,T3
1769.7,554.2,145.2,1066.7,885.7,D2
38.0,3.7,0.0,4.1,19.4,D1
700.0,137.4,14.9,194.8,936.6,D1
253.0,21.5,5.9,16.1,72.4,D1
131.0,32.0,7.3,18.8,38.7,D1
116.0,20.0,7.0,27.0,54.0,D1
70.0,3.8,0.6,3.2,31.1,D1
34.0,18.9,3.7,9.4,5.6,D1
390.0,62.6,12.8,65.3,133.6,D2
1.0,27.0,49.0,4.0,1.0,T1T2
24700.0,61000.0,26300.0,42100.0,1560.0,T1T2
14.0,44.0,124.0,7.0,1.0,T1T2
480.0,1075.0,298.0,1132.0,0.0,T1T2
40000.0,400.0,70.0,600.0,6.0,T1T2
1309.0,124.0,113.0,6.0,0.0,PD
2587.0,7.88,4.7,1.4,0.0,PD
85.87,7.01,4.49,2.64,0.0,PD
102.0,108.0,70.0,41.0,0.0,PD
625.0,49.0,9.0,7.0,0.6,PD
195.9,14.5,11.6,2.4,0.0,PD
420.0,37.3,14.9,30.0,0.2,PD
485.0,35.0,29.0,6.0,0.0,PD
83.26,45.32,18.1,36.45,0.26,PD
78.0,20.0,28.0,11.0,13.0,D1
305.0,100.0,161.0,541.0,33.0,D1
543.0,120.0,1880.0,41.0,411.0,D1
1230.0,163.0,27.0,692.0,233.0,D1
645.0,86.0,110.0,317.0,13.0,D1
4.1,3.5,0.68,1.2,5.2,D1
9.0,3.9,8.0,4.0,13.0,D1
14.2,4.0,1.4,1.5,9.51,D1
30.1,17.1,0.2,5.5,30.1,D1
45.0,11.0,2.7,12.74,28.5,D1
65.2,20.0,3.9,8.13,25.1,D1
67.8,8.89,1.88,12.67,36.2,D1
101.72,27.65,7.13,16.92,53.87,D1
549.0,121.3,25.5,31.9,198.5,D1
56.0,10.0,1.3,13.5,7.6,D2
57.0,15.0,3.1,23.0,25.3,D2
65.0,26.1,10.1,41.6,57.8,D2
75.5,30.2,2.33,30.3,18.2,D2
145.88,40.65,9.37,34.02,59.71,D2
195.7,58.0,16.4,91.6,96.9,D2
1027.0,185.0,17.0,271.0,399.0,D2
475.3,195.8,32.6,187.3,221.2,D2
531.0,111.9,22.7,122.5,169.0,D2
810.0,580.0,490.0,570.0,111.0,D2
2031.0,149.0,0.0,3.0,20.0,T1
48.0,610.0,0.0,10.0,29.0,T1
12.0,18.0,0.0,4.0,4.0,T1
66.0,60.0,0.0,7.0,2.0,T1
1450.0,940.0,61.0,322.0,211.0,T1
0.0,18900.0,330.0,540.0,410.0,T1
360.0,610.0,9.0,260.0,259.0,T1
1270.0,3450.0,8.0,1390.0,520.0,T1
33.0,29.0,9.0,12.0,0.0,T1
46.0,98.0,26.3,41.3,0.0,T1
60.0,60.0,16.0,40.0,0.3,T1
87.2,73.18,27.14,56.88,0.0,T1
97.0,110.0,34.0,85.0,0.0,T1
110.4,112.0,32.5,80.8,0.0,T1
29.9,24.1,343.0,92.5,0.6,T1
120.0,120.0,33.0,84.0,0.55,T1
143.2,123.0,38.0,75.0,0.0,T1
181.0,162.0,70.0,132.0,0.0,T1
3420.0,7870.0,33.0,6990.0,1500.0,T2
3675.0,6392.0,5.0,7691.0,2500.0,T2
960.0,4000.0,6.0,1560.0,1290.0,T2
24700.0,61000.0,1560.0,4200.0,26300.0,T2
40000.0,400.0,6.0,600.0,70.0,T2
20.0,41.9,20.2,44.2,0.38,T2
20.37,59.79,45.24,80.49,0.0,T2
23.51,61.33,45.21,98.03,1.01,T2
46.9,161.6,94.1,193.6,56.0,T2
47.0,120.0,90.0,198.0,3.0,T2
72.0,442.0,221.0,461.0,0.7,T2
110.6,458.8,242.6,406.4,0.0,T2
128.0,419.0,269.5,614.1,0.35,T2
24.0,34.6,14.2,21.7,0.0,T2
613.0,3240.0,1432.0,2788.0,0.0,T2
860.0,1670.0,20.0,2050.0,30.0,T3
1550.0,2740.0,184.0,5150.0,816.0,T3
35.1,50.6,16.1,93.0,1.1,T3
68.0,99.2,35.9,202.9,0.0,T3
156.0,240.0,54.0,399.0,0.98,T3
63.0,149.6,51.5,276.0,0.0,T3
30.0,25.5,31.5,93.0,1.8,T3
165.62,240.95,61.32,514.53,13.53,T3
164.0,244.0,103.0,497.0,8.3,T3
135.65,278.53,58.86,492.0,2.95,T3
135.88,362.42,125.22,826.65,3.74,T3
236.0,410.2,159.0,817.3,3.5,T3
